base_code,SP,TCT,ST,DG,KV,KH,frac_diff_SP,cumulative_frac_diff_SP,frac_diff_TCT,cumulative_frac_diff_TCT,frac_diff_ST,cumulative_frac_diff_ST,frac_diff_DG,cumulative_frac_diff_DG,frac_diff_KV,cumulative_frac_diff_KV,frac_diff_KH,cumulative_frac_diff_KH
AA,46.3176,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,-0.20142068965517243,-0.20142068965517243,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591
AW,46.3176,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,-0.20142068965517243,-0.40284137931034486,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183
BA,46.3176,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,-0.20142068965517243,-0.6042620689655173,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377
AB,46.3176,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,-0.20142068965517243,-0.8056827586206897,-0.15949712227076454,-0.5819035361050022,-0.15949712227076454,-0.5819035361050022,-0.15949712227076454,-0.5819035361050022,-0.15949712227076454,-0.5819035361050022,-0.15949712227076454,-0.5819035361050022
AP,34.7382,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,-0.40106551724137934,-1.2067482758620691,-0.15949712227076454,-0.7414006583757667,-0.15949712227076454,-0.7414006583757667,-0.15949712227076454,-0.7414006583757667,-0.15949712227076454,-0.7414006583757667,-0.15949712227076454,-0.7414006583757667
BB,46.3176,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,-0.20142068965517243,-1.4081689655172416,-0.15949712227076454,-0.9008977806465313,-0.15949712227076454,-0.9008977806465313,-0.15949712227076454,-0.9008977806465313,-0.15949712227076454,-0.9008977806465313,-0.15949712227076454,-0.9008977806465313
BP,34.7382,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,-0.40106551724137934,-1.8092344827586209,-0.15949712227076454,-1.0603949029172959,-0.15949712227076454,-1.0603949029172959,-0.15949712227076454,-1.0603949029172959,-0.15949712227076454,-1.0603949029172959,-0.15949712227076454,-1.0603949029172959
BZ,46.3176,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,-0.20142068965517243,-2.0106551724137933,-0.15949712227076454,-1.2198920251880605,-0.15949712227076454,-1.2198920251880605,-0.15949712227076454,-1.2198920251880605,-0.15949712227076454,-1.2198920251880605,-0.15949712227076454,-1.2198920251880605
AC,46.3176,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,-0.20142068965517243,-2.2120758620689656,-0.17649256256714538,-1.396384587755206,-0.17649256256714538,-1.396384587755206,-0.17649256256714538,-1.396384587755206,-0.17649256256714538,-1.396384587755206,-0.17649256256714538,-1.396384587755206
AF,34.7382,38.57034690829565,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,-0.40106551724137934,-2.613141379310345,-0.33499401882248886,-1.7313786065776948,-0.17649256256714538,-1.5728771503223513,-0.17649256256714538,-1.5728771503223513,-0.17649256256714538,-1.5728771503223513,-0.17649256256714538,-1.5728771503223513
AQ,23.1588,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,-0.6007103448275862,-3.2138517241379314,-0.17649256256714538,-1.9078711691448402,-0.17649256256714538,-1.7493697128894967,-0.17649256256714538,-1.7493697128894967,-0.17649256256714538,-1.7493697128894967,-0.17649256256714538,-1.7493697128894967
BC,46.3176,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,-0.20142068965517243,-3.4152724137931036,-0.17649256256714538,-2.0843637317119854,-0.17649256256714538,-1.9258622754566421,-0.17649256256714538,-1.9258622754566421,-0.17649256256714538,-1.9258622754566421,-0.17649256256714538,-1.9258622754566421
BF,46.3176,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,47.76343137110557,-0.20142068965517243,-3.616693103448276,-0.17649256256714538,-2.260856294279131,-0.17649256256714538,-2.1023548380237873,-0.17649256256714538,-2.1023548380237873,-0.17649256256714538,-2.1023548380237873,-0.17649256256714538,-2.1023548380237873
AD,46.3176,46.86730815547822,46.86730815547822,46.86730815547822,46.86730815547822,46.86730815547822,-0.20142068965517243,-3.818113793103448,-0.1919429628365824,-2.4527992571157133,-0.1919429628365824,-2.29429780086037,-0.1919429628365824,-2.29429780086037,-0.1919429628365824,-2.29429780086037,-0.1919429628365824,-2.29429780086037
AR,11.5794,46.86730815547822,46.86730815547822,46.86730815547822,46.86730815547822,46.86730815547822,-0.8003551724137931,-4.618468965517241,-0.1919429628365824,-2.644742219952296,-0.1919429628365824,-2.4862407636969523,-0.1919429628365824,-2.4862407636969523,-0.1919429628365824,-2.4862407636969523,-0.1919429628365824,-2.4862407636969523
BD,46.3176,46.86730815547822,46.86730815547822,46.86730815547822,46.86730815547822,46.86730815547822,-0.20142068965517243,-4.819889655172414,-0.1919429628365824,-2.8366851827888784,-0.1919429628365824,-2.678183726533535,-0.1919429628365824,-2.678183726533535,-0.1919429628365824,-2.678183726533535,-0.1919429628365824,-2.678183726533535
BK,34.7382,37.58461137110556,37.58461137110556,46.86730815547822,46.86730815547822,46.86730815547822,-0.40106551724137934,-5.2209551724137935,-0.35198945911886964,-3.188674641907748,-0.35198945911886964,-3.0301731856524046,-0.1919429628365824,-2.8701266893701174,-0.1919429628365824,-2.8701266893701174,-0.1919429628365824,-2.8701266893701174
BQ,34.7382,46.86730815547822,37.58461137110556,46.86730815547822,37.58461137110556,37.58461137110556,-0.40106551724137934,-5.622020689655173,-0.1919429628365824,-3.3806176047443306,-0.35198945911886964,-3.3821626447712743,-0.1919429628365824,-3.0620696522067,-0.35198945911886964,-3.222116148488987,-0.35198945911886964,-3.222116148488987
CA,34.7382,37.58461137110556,46.86730815547822,37.58461137110556,46.86730815547822,46.86730815547822,-0.40106551724137934,-6.0230862068965525,-0.35198945911886964,-3.7326070638632003,-0.1919429628365824,-3.574105607607857,-0.35198945911886964,-3.4140591113255696,-0.1919429628365824,-3.4140591113255696,-0.1919429628365824,-3.4140591113255696
CT,34.7382,37.58461137110556,37.58461137110556,37.58461137110556,46.86730815547822,46.86730815547822,-0.40106551724137934,-6.424151724137932,-0.35198945911886964,-4.0845965229820695,-0.35198945911886964,-3.9260950667267265,-0.35198945911886964,-3.7660485704444393,-0.1919429628365824,-3.606002074162152,-0.1919429628365824,-3.606002074162152
AE,46.3176,46.05265068672608,46.05265068672608,46.05265068672608,46.05265068672608,46.05265068672608,-0.20142068965517243,-6.625572413793105,-0.2059887812633434,-4.290585304245413,-0.2059887812633434,-4.13208384799007,-0.2059887812633434,-3.9720373517077827,-0.2059887812633434,-3.8119908554254955,-0.2059887812633434,-3.8119908554254955
AG,23.1588,25.767367305704884,36.68848815547822,46.05265068672608,36.68848815547822,36.68848815547822,-0.6007103448275862,-7.226282758620691,-0.5557350464533641,-4.846320350698777,-0.3674398593883066,-4.499523707378376,-0.2059887812633434,-4.178026132971127,-0.3674398593883066,-4.179430714813802,-0.3674398593883066,-4.179430714813802
AS,0.0,46.05265068672608,36.68848815547822,36.68848815547822,46.05265068672608,46.05265068672608,-1.0,-8.226282758620691,-0.2059887812633434,-5.0523091319621205,-0.3674398593883066,-4.866963566766683,-0.3674398593883066,-4.545465992359433,-0.2059887812633434,-4.385419496077145,-0.2059887812633434,-4.385419496077145
BE,46.3176,46.05265068672608,46.05265068672608,46.05265068672608,46.05265068672608,46.05265068672608,-0.20142068965517243,-8.427703448275864,-0.2059887812633434,-5.258297913225464,-0.2059887812633434,-5.072952348030026,-0.2059887812633434,-4.751454773622776,-0.2059887812633434,-4.591408277340489,-0.2059887812633434,-4.591408277340489
AJ,23.1588,24.87124409007753,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,-0.6007103448275862,-9.02841379310345,-0.5711854467228012,-5.829483359948265,-0.3814856778150675,-5.454438025845094,-0.3814856778150675,-5.132940451437844,-0.3814856778150675,-4.972893955155556,-0.3814856778150675,-4.972893955155556
BG,34.7382,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,-0.40106551724137934,-9.42947931034483,-0.3814856778150675,-6.210969037763332,-0.3814856778150675,-5.835923703660161,-0.3814856778150675,-5.514426129252912,-0.3814856778150675,-5.354379632970624,-0.3814856778150675,-5.354379632970624
BR,34.7382,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,-0.40106551724137934,-9.830544827586209,-0.3814856778150675,-6.5924547155784,-0.3814856778150675,-6.217409381475229,-0.3814856778150675,-5.8959118070679795,-0.3814856778150675,-5.735865310785692,-0.3814856778150675,-5.735865310785692
CB,34.7382,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,-0.40106551724137934,-10.231610344827589,-0.3814856778150675,-6.973940393393468,-0.3814856778150675,-6.598895059290297,-0.3814856778150675,-6.277397484883047,-0.3814856778150675,-6.1173509886007595,-0.3814856778150675,-6.1173509886007595
CO,11.5794,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,-0.8003551724137931,-11.031965517241382,-0.3814856778150675,-7.3554260712085355,-0.3814856778150675,-6.9803807371053646,-0.3814856778150675,-6.658883162698115,-0.3814856778150675,-6.498836666415827,-0.3814856778150675,-6.498836666415827
CU,34.7382,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,35.87383068672609,-0.40106551724137934,-11.433031034482761,-0.3814856778150675,-7.736911749023603,-0.3814856778150675,-7.361866414920432,-0.3814856778150675,-7.040368840513183,-0.3814856778150675,-6.880322344230895,-0.3814856778150675,-6.880322344230895
AH,11.5794,11.715310089282276,35.13323298786051,35.13323298786051,35.13323298786051,35.13323298786051,-0.8003551724137931,-12.233386206896554,-0.7980118950123746,-8.534923644035977,-0.3942546036575774,-7.75612101857801,-0.3942546036575774,-7.43462344417076,-0.3942546036575774,-7.274576947888472,-0.3942546036575774,-7.274576947888472
AT,23.1588,24.0565866213254,35.13323298786051,35.13323298786051,35.13323298786051,35.13323298786051,-0.6007103448275862,-12.83409655172414,-0.585231265149562,-9.120154909185539,-0.3942546036575774,-8.150375622235588,-0.3942546036575774,-7.828878047828337,-0.3942546036575774,-7.66883155154605,-0.3942546036575774,-7.66883155154605
CD,34.7382,35.13323298786051,35.13323298786051,35.13323298786051,35.13323298786051,35.13323298786051,-0.40106551724137934,-13.23516206896552,-0.3942546036575774,-9.514409512843116,-0.3942546036575774,-8.544630225893165,-0.3942546036575774,-8.223132651485916,-0.3942546036575774,-8.063086155203628,-0.3942546036575774,-8.063086155203628
AK,11.5794,10.900652620530144,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,-0.8003551724137931,-14.035517241379313,-0.8120577134391355,-10.32646722628225,-0.4058627180598592,-8.950492943953025,-0.4058627180598592,-8.628995369545775,-0.4058627180598592,-8.468948873263487,-0.4058627180598592,-8.468948873263487
BS,34.7382,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,-0.40106551724137934,-14.436582758620693,-0.4058627180598592,-10.73232994434211,-0.4058627180598592,-9.356355662012884,-0.4058627180598592,-9.034858087605635,-0.4058627180598592,-8.874811591323347,-0.4058627180598592,-8.874811591323347
BU,34.7382,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,-0.40106551724137934,-14.837648275862072,-0.4058627180598592,-11.13819266240197,-0.4058627180598592,-9.762218380072744,-0.4058627180598592,-9.440720805665494,-0.4058627180598592,-9.280674309383206,-0.4058627180598592,-9.280674309383206
CC,34.7382,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,34.459962352528166,-0.40106551724137934,-15.238713793103452,-0.4058627180598592,-11.54405538046183,-0.4058627180598592,-10.168081098132603,-0.4058627180598592,-9.846583523725354,-0.4058627180598592,-9.686537027443066,-0.4058627180598592,-9.686537027443066
