it,base_code,SP,SP_D,TCT,TCT_D,ST,ST_D,DG,DG_D,KV,KV_D,KH,KH_D
Z_AA_0,AA,46.30738,49.74628,50.828865,50.828278,50.828865,50.828594,50.828865,50.828594,50.828865,50.828594,50.828865,50.828594
Z_AA_1,AA,46.30738,49.74628,50.828865,50.828278,50.82878,50.82851,50.828815,50.82855,50.82876,50.828487,50.82876,50.82851
Z_AA_2,AA,46.307358,49.746292,50.828743,50.828156,50.828815,50.82855,50.828865,50.828594,50.82878,50.82851,50.82878,50.82855
Z_AA_3,AA,46.307358,49.746292,50.828743,50.828156,50.828743,50.828476,50.828743,50.828476,50.828743,50.828476,50.828743,50.828476
Z_AB_0,AB,34.735504,47.42339,39.46297,44.871548,39.46297,44.789238,39.46297,44.789238,49.322826,49.322594,49.322826,49.322582
Z_AB_1,AB,46.175106,46.174553,49.322845,49.322273,49.322773,49.32254,49.322803,49.32257,49.322758,49.32252,49.322758,49.32254
Z_AB_2,AB,34.73546,47.42341,39.46281,44.8716,49.322845,49.322613,49.322845,49.322613,49.322826,49.322594,49.322826,49.322556
Z_AB_3,AB,46.175087,46.174534,49.322758,49.322186,49.322758,49.32252,49.322758,49.32252,49.322758,49.32252,49.322758,49.32252
Z_AC_0,AC,23.165209,46.193336,26.7288,44.803135,39.14593,39.147026,26.7288,44.71303,48.06947,48.069206,48.06947,48.06922
Z_AC_1,AC,46.12567,46.12511,48.069492,48.068913,48.069435,48.069176,48.069458,48.0692,48.06946,48.0692,48.06946,48.069176
Z_AC_2,AC,23.16514,46.193367,26.728624,44.80319,39.14593,39.147026,48.069492,48.06923,48.069473,48.06921,48.069473,48.06922
Z_AC_3,AC,46.12566,46.1251,48.069435,48.068855,48.069435,48.069176,48.069435,48.069176,48.069435,48.069176,48.069435,48.069176
Z_AD_0,AD,11.620037,45.350807,13.15845,44.75157,37.842815,37.842564,13.15845,44.653126,46.97236,46.97209,46.97236,46.972084
Z_AD_1,AD,46.073074,46.07251,46.97236,46.971786,46.972343,46.972076,46.972336,46.972065,46.972355,46.972084,46.972355,46.972076
Z_AD_2,AD,11.619951,45.35085,13.158262,44.75162,38.819233,38.818954,46.97236,46.97209,46.97236,46.97209,46.97236,46.97209
Z_AD_3,AD,46.07307,46.072502,46.972336,46.97176,46.972336,46.972065,46.972336,46.972065,46.972336,46.972065,46.972336,46.972065
Z_AE_0,AE,1.3065141,44.70864,1.3065141,44.70864,37.53717,37.536892,13.1138,38.992466,45.982292,45.982014,45.982292,45.982014
Z_AE_1,AE,45.982292,45.981815,45.982292,45.981815,45.982292,45.982014,45.982292,45.982014,45.982292,45.982014,45.982292,45.982014
Z_AE_2,AE,1.3065338,44.708694,1.3065338,44.708694,37.537125,37.536846,45.982292,45.982014,45.982292,45.982014,45.982292,45.982014
Z_AE_3,AE,45.982292,45.981815,45.982292,45.981815,45.982292,45.982014,45.982292,45.982014,45.982292,45.982014,45.982292,45.982014
Z_AF_0,AF,34.603184,39.120964,39.14593,39.208687,39.14593,39.147026,39.14593,39.147026,48.069492,48.06923,48.069492,48.06922
Z_AF_1,AF,34.603184,39.120964,39.14593,39.208687,48.069458,48.0692,48.069492,48.06923,48.069447,48.069183,48.069447,48.069176
Z_AF_2,AF,34.603146,39.120964,39.14578,39.208687,39.14593,39.147026,48.06948,48.069218,48.069492,48.06923,48.069492,48.06922
Z_AF_3,AF,34.603146,39.120964,39.14578,39.208687,39.14578,39.147026,39.14579,39.147015,48.069447,48.069183,48.069447,48.069176
Z_AG_0,AG,22.981073,37.30407,26.471558,37.752563,37.53717,37.536892,26.471558,37.678345,38.507923,38.507645,38.507923,38.50769
Z_AG_1,AG,22.981073,37.30407,26.471558,37.752563,38.507965,38.507687,38.508026,38.507748,38.50788,38.507607,38.50788,38.507607
Z_AG_2,AG,22.981016,37.304085,26.471386,37.752583,26.471558,37.67833,45.982292,45.982014,38.508026,38.507748,38.508026,38.507748
Z_AG_3,AG,22.981016,37.304085,26.471386,37.752583,38.50788,38.507607,37.537083,37.536804,38.507893,38.507618,38.507893,38.507645
Z_AH_0,AH,11.3877735,36.320995,13.024986,36.56523,26.135143,29.70187,13.024986,36.494205,36.91867,36.918453,36.91867,36.918438
Z_AH_1,AH,11.3877735,36.320995,13.024986,36.56523,36.91872,36.9185,26.20798,35.57247,36.918655,36.918434,36.918655,36.918404
Z_AH_2,AH,11.387704,36.321026,13.024803,36.56527,26.135212,29.701756,36.91864,36.91842,36.91872,36.9185,36.91872,36.918465
Z_AH_3,AH,11.387704,36.321026,13.024803,36.56527,36.91868,36.918457,36.16179,36.161526,36.91866,36.918438,36.91866,36.91842
Z_AI_0,AI,0.9949511,35.641666,1.2733543,35.542408,25.797537,28.232948,12.91876,29.318342,34.932415,34.93215,34.932415,34.93215
Z_AI_1,AI,0.9949511,35.641666,1.2733543,35.542408,25.01896,25.166264,1.2733543,35.46202,34.93244,34.93218,34.93244,34.93217
Z_AI_2,AI,0.99496776,35.64171,1.2733717,35.54246,25.018911,25.16629,34.932415,34.93215,34.932438,34.93217,34.932438,34.932167
Z_AI_3,AI,0.99496776,35.64171,1.2733717,35.54246,25.797602,28.232903,34.932446,34.932182,34.932446,34.932182,34.932446,34.932182
Z_AJ_0,AJ,22.848013,28.665981,26.262934,30.069927,26.262867,30.011728,26.262934,30.011677,38.19219,38.19192,38.19219,38.19196
Z_AJ_1,AJ,22.848013,28.665981,26.262934,30.069927,37.22873,37.22845,37.228752,37.22848,38.19215,38.19188,38.19215,38.19188
Z_AJ_2,AJ,22.84796,28.665981,26.262768,30.06992,26.262932,30.011612,38.19215,38.19188,38.192287,38.192017,38.192287,38.192017
Z_AJ_3,AJ,22.84796,28.665981,26.262768,30.06992,37.22868,37.2284,36.458508,36.458233,38.192165,38.191895,38.192165,38.19192
Z_AK_0,AK,11.24826,27.928217,12.96443,29.688915,12.964354,29.636679,12.96443,29.63663,35.864525,35.864258,35.864525,35.864246
Z_AK_1,AK,11.24826,27.928217,12.96443,29.688915,35.864563,35.864296,26.00579,29.391365,35.86452,35.864254,35.86452,35.86426
Z_AK_2,AK,11.248195,27.928242,12.96425,29.688908,25.142418,26.139725,35.864502,35.864235,35.864548,35.86428,35.864548,35.864273
Z_AK_3,AK,11.248195,27.928242,12.96425,29.688908,35.864532,35.86426,35.217937,35.21767,35.86455,35.864285,35.86455,35.864258
Z_AL_0,AL,0.8044296,27.87076,1.2630472,29.333063,12.859868,28.159988,12.821417,25.106731,25.58295,27.27167,25.58295,27.271664
Z_AL_1,AL,0.8044296,27.87076,1.2630472,29.333063,24.813263,24.812986,1.2630472,29.26845,25.582981,27.271677,25.582981,27.27163
Z_AL_2,AL,0.8044478,27.87079,1.2630657,29.333061,12.8212385,25.106756,25.582937,27.271664,25.582937,27.271677,25.582937,27.271666
Z_AL_3,AL,0.8044478,27.87079,1.2630657,29.333061,25.583094,27.27163,34.09169,34.091427,25.583094,27.271637,25.583094,27.271664
Z_AM_0,AM,11.059765,20.442606,12.806899,20.970453,12.806826,20.869944,12.806899,20.86989,34.09169,34.091427,34.09169,34.091427
Z_AM_1,AM,11.059765,20.442606,12.806899,20.970453,25.582981,27.271679,25.583094,27.271637,34.09169,34.091427,34.09169,34.091427
Z_AM_2,AM,11.059709,20.442625,12.806725,20.970491,12.806723,20.8699,24.813156,24.812878,34.09169,34.091427,34.09169,34.091427
Z_AM_3,AM,11.059709,20.442625,12.806725,20.970491,25.582937,27.27167,24.740814,24.74054,34.09169,34.091427,34.09169,34.091427
Z_AN_0,AN,0.55668634,20.391136,1.2387273,20.62667,12.166654,20.488003,12.166713,20.487953,24.413544,24.41326,24.413544,24.413273
Z_AN_1,AN,0.55668634,20.391136,1.2387273,20.62667,23.79543,23.795166,1.2426519,27.160397,24.413624,24.41334,24.413624,24.413363
Z_AN_2,AN,0.55670404,20.391161,1.2387457,20.626709,1.2387449,20.516083,12.701544,19.715214,24.413544,24.41326,24.413544,24.413273
Z_AN_3,AN,0.55670404,20.391161,1.2387457,20.626709,24.413605,24.413319,24.413557,24.413273,24.413624,24.41334,24.413624,24.413363
Z_AO_0,AO,0.29476258,13.118669,1.1899285,13.894509,1.1899204,13.819607,11.953826,13.662536,22.228909,22.228645,22.228909,22.228645
Z_AO_1,AO,0.29476258,13.118669,1.1899285,13.894509,12.445786,17.879675,1.2046562,18.57377,22.228909,22.228645,22.228909,22.228645
Z_AO_2,AO,0.29477778,13.118688,1.1899482,13.894547,1.1899476,13.819656,1.1899482,13.819636,22.228909,22.228645,22.228909,22.228645
Z_AO_3,AO,0.29477778,13.118688,1.1899482,13.894547,12.445691,17.8797,12.445692,17.879684,22.228909,22.228645,22.228909,22.228645
Z_AP_0,AP,34.735493,47.423393,49.322845,49.322273,49.322845,49.322613,49.322845,49.322613,49.322815,49.322582,49.322815,49.322575
Z_AP_1,AP,34.735493,47.423393,49.322845,49.322273,39.462852,44.789276,49.322803,49.32257,49.322773,49.32254,49.322773,49.322594
Z_AP_2,AP,34.73546,47.42341,49.322758,49.322186,49.32279,49.32255,49.322807,49.322575,49.32277,49.322536,49.32277,49.32257
Z_AP_3,AP,34.73546,47.42341,49.322758,49.322186,49.322758,49.32252,39.46281,44.78928,49.322807,49.322575,49.322807,49.32255
Z_AQ_0,AQ,23.165176,46.193348,48.069492,48.068913,48.069485,48.06922,48.069485,48.06922,48.069485,48.06922,48.069485,48.0692
Z_AQ_1,AQ,23.165176,46.193348,48.069492,48.068913,39.14582,39.147007,48.069458,48.0692,48.069458,48.0692,48.069458,48.06921
Z_AQ_2,AQ,23.165144,46.193363,48.069435,48.068855,48.069447,48.069183,48.06946,48.0692,48.069454,48.06919,48.069454,48.0692
Z_AQ_3,AQ,23.165144,46.193363,48.069435,48.068855,39.14579,39.147015,39.14578,39.147026,48.06948,48.069218,48.06948,48.069183
Z_AR_0,AR,11.619986,45.35083,46.97236,46.971786,46.972355,46.972084,46.972355,46.972084,46.972355,46.972084,46.972355,46.972076
Z_AR_1,AR,11.619986,45.35083,46.97236,46.971786,37.842724,37.842472,46.972336,46.972065,46.97236,46.97209,46.97236,46.97209
Z_AR_2,AR,11.619965,45.350838,46.972336,46.97176,38.81917,38.818893,46.972355,46.972084,46.972336,46.972065,46.972336,46.972065
Z_AR_3,AR,11.619965,45.350838,46.972336,46.97176,38.8191,38.818825,38.81909,38.818813,46.97236,46.97209,46.97236,46.972084
Z_AS_0,AS,1.3065143,44.708675,45.982292,45.981815,38.507965,38.50769,38.508026,38.507748,45.982292,45.982014,45.982292,45.982014
Z_AS_1,AS,1.3065143,44.708675,45.982292,45.981815,37.537083,37.536804,38.50788,38.507607,45.982292,45.982014,45.982292,45.982014
Z_AT_0,AT,22.715633,26.5419,26.048407,28.880272,36.16183,36.161568,26.135143,29.70187,36.91872,36.9185,36.91872,36.918465
Z_AT_1,AT,22.715633,26.5419,26.048407,28.880272,25.268284,27.333334,36.16179,36.16153,36.91866,36.918438,36.91866,36.91842
Z_AT_2,AT,22.7156,26.541918,26.048325,28.880249,36.161797,36.161533,26.135048,29.701817,36.91867,36.918453,36.91867,36.918438
Z_AT_3,AT,22.7156,26.541918,26.048325,28.880249,25.268265,27.333332,25.268265,27.333332,36.918655,36.918434,36.918655,36.918404
Z_AU_0,AU,10.968325,19.931238,24.740856,24.740269,34.09169,34.091427,25.583029,27.271654,34.09169,34.091427,34.09169,34.091427
Z_AU_1,AU,10.968325,19.931238,24.740856,24.740269,12.267569,26.018406,25.582981,27.271658,34.09169,34.091427,34.09169,34.091427
Z_AU_2,AU,10.968302,19.931248,24.740822,24.740232,34.09169,34.091427,24.813187,24.812912,34.09169,34.091427,34.09169,34.091427
Z_AU_3,AU,10.968302,19.931248,24.740822,24.740232,12.751932,19.265678,12.806739,20.86993,34.09169,34.091427,34.09169,34.091427
Z_AV_0,AV,0.20562069,19.202261,23.597265,23.596691,12.64242,19.508757,12.602745,18.817677,23.597305,23.59703,23.597305,23.597021
Z_AV_1,AV,0.20562069,19.202261,23.597265,23.596691,1.2078562,15.554369,12.602662,18.81767,23.597254,23.59698,23.597254,23.596968
Z_AW_0,AW,46.307358,49.74629,50.82878,50.82819,50.82876,50.828487,50.82876,50.828487,50.828815,50.82855,50.828815,50.828487
Z_AX_0,AX,22.616735,22.616186,24.235872,24.235298,24.941282,24.941008,25.715174,27.561428,34.932426,34.932167,34.932426,34.93218
Z_AY_0,AY,0.00097654545,1.0719765,0.017414918,1.1059772,0.0174142,1.0462937,0.0174142,1.0462937,0.017416285,1.0462962,0.017416285,1.0462937
Z_AZ_0,AZ,0.17503673,18.79915,0.34963718,18.66782,1.1800857,13.619213,1.1908598,17.83267,12.349414,17.229618,12.349414,17.229645
Z_BA_0,BA,46.307358,49.74629,50.82878,50.82819,50.82878,50.82851,50.82878,50.82851,50.82878,50.82851,50.82878,50.82851
Z_BA_1,BA,46.30738,49.74628,50.828865,50.828278,50.828815,50.82855,50.828865,50.828594,50.828743,50.828476,50.828743,50.82855
Z_BA_2,BA,46.307358,49.74629,50.82878,50.82819,50.828743,50.828476,50.82876,50.828487,50.828865,50.828594,50.828865,50.828476
Z_BA_3,BA,46.307358,49.746292,50.828743,50.828156,50.828865,50.828594,50.82878,50.82851,50.82876,50.828487,50.82876,50.828594
Z_BB_0,BB,34.735466,47.4234,39.462852,44.871586,39.462852,44.789276,39.462852,44.789276,49.32277,49.322536,49.32277,49.322594
Z_BB_1,BB,46.175106,46.174553,49.322845,49.322273,49.322803,49.32257,49.322845,49.322613,49.322807,49.322575,49.322807,49.32257
