it,base_code,SP,SP_D,TCT,TCT_D,ST,ST_D,DG,DG_D,KV,KV_D,KH,KH_D
Z_AS_3,AS,0.07024708,7.9663,0.12687778,8.650561,0.5397627,8.4918995,0.53976285,8.491897,9.429485,9.42931,9.429478,9.429478
Z_AT_0,AT,0.04385599,7.9262204,0.12214864,7.779565,0.51790774,6.551259,0.51790774,6.551259,8.559242,8.559078,0.5179049,3.4147525
Z_AU_0,AU,8.660828,8.660484,9.42949,9.429314,9.429478,9.429301,9.429478,9.429301,9.429499,9.429322,9.429513,9.429513
Z_AU_1,AU,0.070244394,7.966298,0.1268721,8.650554,0.5397548,8.491897,0.53196466,6.7082624,9.429485,9.42931,9.429513,9.429513
Z_AU_2,AU,8.660828,8.660484,9.42949,9.429314,9.42949,9.429314,9.42949,9.429314,9.42949,9.429314,9.42949,9.42949
Z_AU_3,AU,0.07024249,7.9662967,0.1268719,8.650563,0.53975457,8.491889,9.429478,9.429301,9.4295025,9.429327,9.42949,9.42949
Z_AV_0,AV,0.013147552,3.8990672,0.11355282,3.7254426,0.113557935,3.7254465,0.113557935,3.7254465,0.11355153,3.7254384,0.1135515,1.4250964
Z_AV_1,AV,0.0062778224,2.74143,0.020404968,2.6862123,0.11355282,3.7254426,0.11355282,3.7254426,0.11355067,3.7254362,0.1135515,1.4250964
Z_AV_2,AV,0.013147552,3.8990672,0.11355282,3.7254426,0.11355282,3.7254426,0.11355282,3.7254426,0.11355282,3.7254426,0.11355282,1.4251015
Z_AV_3,AV,0.006278802,2.7414322,0.020407755,2.6862164,0.113557935,3.7254465,0.113557935,3.7254465,0.11355369,3.7254448,0.11355282,1.4251015
Z_AW_0,AW,18.270481,18.27013,19.864225,19.86405,20.573553,20.64449,20.573545,20.644493,27.523167,27.522997,20.573545,20.573545
Z_AX_0,AX,18.270485,18.270134,19.864235,19.86406,20.573603,20.644474,20.573603,20.644474,27.523167,27.522997,20.573545,20.573545
Z_AY_0,AY,0.043855116,7.9262176,0.1221468,7.77956,0.51790744,6.5512447,0.51790744,6.551248,8.559242,8.559078,0.5179049,3.4147525
Z_AZ_0,AZ,27.65902,27.65866,29.372097,29.371933,29.372097,29.371933,29.372097,29.371933,29.372097,29.371933,29.372097,29.372097
Z_AZ_1,AZ,18.441914,27.757414,21.00097,26.534323,29.372108,29.371944,29.372108,29.371944,29.3721,29.371935,29.372097,29.372097
Z_AZ_2,AZ,27.65902,27.65866,29.372097,29.371933,29.372108,29.371944,29.372108,29.371944,29.37209,29.371925,29.372076,29.372076
Z_AZ_3,AZ,18.441893,27.757427,21.000908,26.534346,29.372097,29.371933,29.372097,29.371933,29.372084,29.37192,29.372076,29.372076
Z_BA_0,BA,18.270485,18.270134,19.864235,19.86406,19.864235,19.86406,20.573603,20.644468,27.523167,27.522997,27.523167,27.523167
Z_BA_1,BA,18.27049,18.270142,19.864248,19.864075,20.573572,20.644491,20.573572,20.644491,27.523167,27.522997,20.573603,20.573603
Z_BA_2,BA,18.270485,18.270134,19.864235,19.86406,19.864248,19.864075,19.864248,19.864075,27.523167,27.522997,27.523167,27.523167
Z_BA_3,BA,18.270475,18.270126,19.864214,19.864037,20.573545,20.644497,20.573545,20.644497,27.523167,27.522997,20.573553,20.573553
Z_BB_0,BB,8.886176,16.346233,9.747867,15.907114,10.240981,14.637045,10.279988,19.711012,19.450691,19.450521,19.450705,19.450705
Z_BB_1,BB,18.177608,18.177252,18.88924,18.889067,19.450682,19.450512,19.450682,19.450512,19.450695,19.450525,19.450705,19.450705
Z_BB_2,BB,8.886176,16.346233,9.747867,15.907114,10.240981,14.637065,10.240981,14.637065,19.450682,19.450512,19.450682,19.450682
Z_BB_3,BB,18.1776,18.177244,18.889225,18.889051,19.450672,19.4505,19.450672,19.4505,19.450678,19.450508,19.450682,19.450682
Z_BC_0,BC,0.13168134,15.975379,0.13168134,15.808354,0.5599285,13.76708,0.5621255,14.378251,18.01908,18.018913,18.01908,18.01908
Z_BC_1,BC,18.01908,18.018747,18.01908,18.018913,18.01908,18.018913,18.01908,18.018913,18.01908,18.018913,18.01908,18.01908
Z_BD_0,BD,18.142284,18.141932,19.450691,19.450521,19.450691,19.450521,19.450695,19.450525,19.450682,19.450512,19.450682,19.450682
Z_BD_1,BD,0.34962773,16.849577,0.57458603,15.92246,10.240947,14.637089,10.240981,14.637065,19.450695,19.450525,19.450705,19.450705
Z_BD_2,BD,18.142284,18.141932,19.450691,19.450521,19.450705,19.450535,19.450705,19.450535,19.450691,19.450521,19.450705,19.450705
Z_BD_3,BD,0.34963652,16.84959,0.57459486,15.922478,10.240916,14.63709,19.450672,19.4505,19.450678,19.450508,19.450682,19.450682
Z_BE_0,BE,8.66083,8.660486,9.429499,9.429322,9.429513,9.429337,9.429513,9.429337,9.429499,9.429322,9.429513,9.429513
Z_BE_1,BE,0.07024137,7.9662895,0.12687007,8.650544,0.5397518,8.491899,9.063833,9.063664,9.4295025,9.429327,9.42949,9.42949
Z_BE_2,BE,8.66083,8.660486,9.429499,9.429322,9.429499,9.429322,9.4295025,9.429327,9.42949,9.429314,9.42949,9.42949
Z_BE_3,BE,0.07024708,7.9663,0.12687778,8.650561,0.5397627,8.4918995,0.53976285,8.491897,9.429485,9.42931,9.429513,9.429513
Z_BF_0,BF,8.66083,8.660486,9.429499,9.429322,9.429513,9.429337,9.429513,9.429337,9.42949,9.429314,9.429478,9.429478
Z_BF_1,BF,0.070244394,7.966298,0.1268721,8.650554,0.5397548,8.491897,0.53976285,8.491897,9.429485,9.42931,9.429478,9.429478
Z_BF_2,BF,8.66083,8.660486,9.429499,9.429322,9.429499,9.429322,9.429499,9.429322,9.429499,9.429322,9.429499,9.429499
Z_BF_3,BF,0.07024249,7.9662967,0.1268719,8.650563,0.53975457,8.491889,9.063817,9.063649,9.4295025,9.429327,9.429499,9.429499
Z_BG_0,BG,8.768687,12.343307,9.625776,11.902866,10.077799,13.61272,10.077799,13.612722,18.01908,18.018913,10.077765,10.077765
Z_BG_1,BG,0.27281088,13.12428,0.5599285,13.767084,10.077765,13.612738,10.077799,13.612722,9.625781,11.902864,10.077765,10.077765
Z_BG_2,BG,8.768687,12.343307,9.625776,11.902866,10.077799,13.61272,10.077799,13.612722,18.01908,18.018913,10.077765,10.077765
Z_BG_3,BG,0.27281827,13.1242895,0.5599371,13.7671,10.077736,13.612742,10.077745,13.612735,9.625762,11.902873,10.077765,10.077765
Z_BH_0,BH,8.948127,20.332407,10.279988,19.711012,10.279954,19.711023,19.450705,19.450535,19.450695,19.450525,19.450678,19.450678
Z_BH_1,BH,0.42783487,19.814316,0.57681894,20.522354,19.450682,19.450512,19.450682,19.450512,10.240947,14.637055,19.450682,19.450682
Z_BH_2,BH,8.948105,20.332417,10.2799225,19.711037,10.2799225,19.711037,19.450672,19.4505,19.450678,19.450508,19.450678,19.450678
Z_BH_3,BH,0.4278365,19.814322,0.5768217,20.522373,19.450672,19.4505,10.2799225,19.711037,10.240981,14.637052,19.450705,19.450705
Z_BI_0,BI,0.043855116,7.9262176,0.1221468,7.77956,0.12214676,7.779551,0.12214676,7.779551,8.559242,8.559078,8.559242,8.559242
Z_BI_1,BI,0.04385489,7.9262137,0.12214676,7.779551,0.5179049,6.551263,0.51790744,6.551248,8.559242,8.559078,0.51790774,3.4147527
Z_BI_2,BI,0.043855116,7.9262176,0.1221468,7.77956,0.1221468,7.77956,0.5179074,6.551239,8.559242,8.559078,8.559242,8.559242
Z_BI_3,BI,0.043858405,7.9262223,0.122154124,7.779568,0.5179152,6.551268,0.51791537,6.551263,8.559242,8.559078,0.51790744,3.41474
Z_BJ_0,BJ,0.08460735,11.951657,0.12755704,11.80843,0.5397544,8.491878,0.5397544,8.49188,9.42949,9.429314,9.42949,9.42949
Z_BJ_1,BJ,0.23541915,13.080391,0.5454707,12.897061,9.429513,9.429337,0.5454707,12.897061,9.4295025,9.429327,9.42949,9.42949
Z_BJ_2,BJ,0.08460735,11.951657,0.12755704,11.80843,0.53975433,8.49189,0.5454707,12.897061,9.429499,9.429322,9.429513,9.429513
Z_BJ_3,BJ,0.23542485,13.080402,0.545479,12.897083,9.429499,9.429322,9.42949,9.429314,9.429485,9.42931,9.429513,9.429513
Z_BK_0,BK,18.441902,27.757421,29.372097,29.371933,21.00097,26.534323,21.00097,26.534323,29.372108,29.371944,29.3721,29.3721
Z_BK_1,BK,18.441902,27.757421,29.372097,29.371933,29.372084,29.37192,29.372084,29.37192,29.372076,29.371912,21.000908,21.000908
Z_BL_0,BL,0.58946604,26.502773,19.864235,19.86406,0.58946157,26.421598,10.406165,21.61555,27.523167,27.522997,19.864239,19.864239
Z_BL_1,BL,18.270485,18.270134,27.523167,27.522997,20.573553,20.64449,20.573553,20.64449,19.864214,19.864037,20.573545,20.573545
Z_BM_0,BM,0.34962994,16.849585,9.747867,15.907114,0.57682174,20.522348,0.57682174,20.52235,19.450705,19.450535,18.88924,18.88924
Z_BM_1,BM,18.177605,18.177248,19.450682,19.450512,18.889225,18.889051,18.889225,18.889051,19.450672,19.4505,19.450678,19.450678
Z_BN_0,BN,0.235422,13.080397,9.429499,9.429322,0.5454707,12.897061,0.5454707,12.897061,9.429513,9.429337,9.4295025,9.4295025
Z_BN_1,BN,0.07024344,7.966297,0.12755893,11.808434,0.53196466,6.7082624,0.5319726,6.708266,9.429478,9.429301,0.545479,6.7540846
Z_BO_0,BO,0.3496321,16.849585,19.450691,19.450521,0.57682174,20.522348,10.240981,14.637065,19.450705,19.450535,18.88924,18.88924
Z_BO_1,BO,0.3496321,16.849585,19.450691,19.450521,18.889225,18.889051,10.279932,19.711033,19.450672,19.4505,19.450678,19.450678
Z_BP_0,BP,0.07024249,7.966295,9.429499,9.429322,0.5454707,12.897061,0.53975433,8.491889,9.429513,9.429337,0.5319614,3.4952412
Z_BP_1,BP,0.07024249,7.966295,9.429499,9.429322,9.429485,9.42931,9.42949,9.429314,9.429478,9.429301,0.5454681,6.754078
Z_BQ_0,BQ,0.13168529,15.975379,18.01908,18.018913,0.5599285,13.76708,9.589119,9.588946,18.01908,18.018913,18.01908,18.01908
Z_BQ_1,BQ,0.13168529,15.975379,18.01908,18.018913,0.5599288,13.7670965,0.56212574,14.378252,18.01908,18.018913,18.01908,18.01908
Z_BR_0,BR,18.27049,18.270142,19.864248,19.864075,19.864248,19.864075,19.864248,19.864075,27.523167,27.522997,27.523167,27.523167
Z_BR_1,BR,18.27049,18.270142,19.864248,19.864075,19.864225,19.86405,20.573553,20.644499,27.523167,27.522997,27.523167,27.523167
Z_BR_2,BR,18.270475,18.270126,19.864214,19.864037,19.864235,19.86406,20.573544,20.6445,27.523167,27.522997,27.523167,27.523167
Z_BR_3,BR,18.270475,18.270126,19.864214,19.864037,19.864214,19.864037,19.864214,19.864037,27.523167,27.522997,27.523167,27.523167
Z_BS_0,BS,18.177608,18.177252,18.88924,18.889067,18.88924,18.889067,19.450705,19.450535,19.450695,19.450525,19.450695,19.450695
Z_BS_1,BS,8.886187,16.346226,9.747883,15.907105,10.240947,14.637061,18.88924,18.889067,19.450672,19.4505,19.450672,19.450672
Z_BS_2,BS,18.1776,18.177244,18.889225,18.889051,18.889233,18.88906,19.450672,19.4505,19.450678,19.450508,19.450695,19.450695
Z_BS_3,BS,8.886165,16.346241,9.747844,15.907124,10.240916,14.637072,10.240916,14.637072,19.450672,19.4505,19.450691,19.450691
Z_BT_0,BT,18.01908,18.018747,18.01908,18.018913,18.01908,18.018913,18.01908,18.018913,18.01908,18.018913,18.01908,18.01908
Z_BT_1,BT,0.13168131,15.975369,0.13168131,15.808345,0.5599257,13.767099,9.589119,9.588946,18.01908,18.018913,18.01908,18.01908
Z_BT_2,BT,18.01908,18.018747,18.01908,18.018913,18.01908,18.018913,18.01908,18.018913,18.01908,18.018913,18.01908,18.01908
Z_BT_3,BT,0.13168924,15.975388,0.13168924,15.808362,0.5599369,13.767106,0.5621341,14.378259,18.01908,18.018913,18.01908,18.01908
Z_BU_0,BU,8.754723,8.754373,9.124047,9.123883,9.527532,9.52736,9.976033,12.942492,9.527546,9.527373,9.975981,9.975981
Z_BU_1,BU,8.754723,8.754373,9.124047,9.123883,9.527533,9.52736,9.975972,12.942513,9.527546,9.527373,9.975972,9.975972
Z_BU_2,BU,8.754712,8.754362,9.124032,9.123867,9.527519,9.527348,9.52752,9.527348,9.527528,9.527354,9.976033,9.976033
Z_BU_3,BU,8.754712,8.754362,9.124032,9.123867,9.52752,9.527348,9.124032,9.123867,9.527528,9.527355,9.975972,9.975972
Z_BV_0,BV,8.79814,8.797794,9.589119,9.588946,9.589094,9.5889225,10.077799,13.612722,10.077799,13.612722,10.0777445,10.0777445
Z_BV_1,BV,8.79814,8.797794,9.589119,9.588946,10.077766,13.612724,18.01908,18.018913,10.0777445,13.61274,10.077736,10.077736
Z_BV_2,BV,8.798125,8.79778,9.589082,9.58891,9.589082,9.588909,9.625753,11.902875,10.077765,13.612735,10.077799,10.077799
Z_BV_3,BV,8.798125,8.79778,9.589082,9.58891,10.077736,13.612738,9.58909,9.588918,10.077736,13.612738,10.077736,10.077736
Z_BW_0,BW,0.07024137,7.9662895,0.12687007,8.650544,0.1268719,8.650563,9.063833,9.063664,9.4295025,9.429327,9.4295025,9.4295025
Z_BW_1,BW,8.660832,8.660489,9.429513,9.429337,9.429513,9.429337,9.429513,9.429337,9.429478,9.429301,9.429478,9.429478
Z_BW_2,BW,0.07024708,7.9663,0.12687778,8.650561,0.12687764,8.650564,0.12756464,11.808437,9.429485,9.42931,9.4295025,9.4295025
Z_BW_3,BW,8.660826,8.660482,9.429478,9.429301,9.429499,9.429322,9.429485,9.42931,9.429478,9.429301,9.429499,9.429499
Z_BX_0,BX,0.04385489,7.9262137,0.12214676,7.779551,0.12214864,7.779565,0.5179073,6.5512705,8.559242,8.559078,8.559242,8.559242
Z_BX_1,BX,0.04385489,7.9262137,0.12214676,7.779551,0.12214676,7.779551,0.12214676,7.779551,8.559242,8.559078,8.559242,8.559242
Z_BX_2,BX,0.043858405,7.9262223,0.122154124,7.779568,0.122154124,7.779568,0.122154124,7.779568,8.559242,8.559078,8.559242,8.559242
Z_BX_3,BX,0.043858405,7.9262223,0.122154124,7.779568,0.1221468,7.77956,0.517915,6.5512705,8.559242,8.559078,8.559242,8.559242
Z_BY_0,BY,18.14228,18.141928,19.450672,19.4505,19.450672,19.4505,19.450672,19.4505,19.450705,19.450535,19.450705,19.450705
Z_BY_1,BY,0.34962773,16.849577,0.57458603,15.92246,0.57458305,15.92246,9.747883,15.907105,19.450695,19.450525,19.450678,19.450678
Z_BY_2,BY,18.142288,18.141935,19.450705,19.450535,19.450682,19.450512,19.450695,19.450525,19.450705,19.450535,19.450682,19.450682
Z_BY_3,BY,0.34963652,16.84959,0.57459486,15.922478,0.5745944,15.922469,10.2799225,19.711037,19.450678,19.450508,19.450678,19.450678
Z_BZ_0,BZ,8.660826,8.660482,9.429478,9.429301,9.429499,9.429322,9.429499,9.429322,9.429513,9.429337,9.42949,9.42949
Z_BZ_1,BZ,0.070244394,7.966298,0.1268721,8.650554,0.12687778,8.650561,0.12687778,8.650561,9.429485,9.42931,9.429485,9.429485
Z_BZ_2,BZ,8.660832,8.660489,9.429513,9.429337,9.429513,9.429337,9.429513,9.429337,9.429513,9.429337,9.429513,9.429513
Z_BZ_3,BZ,0.07024249,7.9662967,0.1268719,8.650563,0.1268721,8.650554,9.063817,9.063649,9.4295025,9.429327,9.429485,9.429485
Z_CA_0,CA,8.929742,13.775755,10.240947,14.637089,18.88924,18.889067,19.450705,19.450535,19.450705,19.450535,19.450695,19.450695
Z_CA_1,CA,8.929742,13.775755,10.240947,14.637089,10.240947,14.637061,19.450682,19.450512,19.450672,19.4505,10.2799225,10.31908
Z_CA_2,CA,8.929728,13.775754,10.240926,14.637065,18.889233,18.88906,10.2799225,19.711037,19.450705,19.450535,19.450695,19.450695
Z_CA_3,CA,8.929728,13.775754,10.240926,14.637065,10.240916,14.637072,10.240916,14.637072,19.450672,19.4505,10.2799225,10.31908
Z_CB_0,CB,8.841551,12.363622,10.140782,13.815408,18.687649,18.687492,18.687645,18.687489,18.687649,18.687492,18.68764,18.68764
Z_CB_1,CB,8.841551,12.363622,10.140782,13.815408,9.68684,12.761076,18.687632,18.687477,18.68764,18.687483,10.178428,10.178428
Z_CB_2,CB,8.84154,12.363627,10.140762,13.815405,18.68764,18.687483,10.178429,14.421922,18.687645,18.687489,18.68764,18.68764
Z_CB_3,CB,8.84154,12.363627,10.140762,13.815405,9.686828,12.761083,9.686828,12.761083,18.687632,18.687477,10.178429,10.178429
Z_CC_0,CC,0.07024422,7.966295,9.42949,9.429314,0.5454707,12.897061,9.06383,9.063662,9.429513,9.429337,9.4295025,9.4295025
Z_CC_1,CC,0.07024422,7.966295,9.42949,9.429314,0.53196466,6.7082624,0.5397548,8.491897,9.429478,9.429301,0.545479,6.7540846
