it,base_code,SP,TCT,ST,DG,KV,KH
Z_AA_0,AA,27.790560000000003,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771
Z_AA_1,AA,27.790560000000003,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771
Z_AA_2,AA,27.790560000000003,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771
Z_AA_3,AA,27.790560000000003,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771,30.17582315556771
Z_AB_0,AB,18.52704,21.48895915556771,21.48895915556771,21.48895915556771,29.26953770102225,29.26953770102225
Z_AB_1,AB,27.790560000000003,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AB_2,AB,18.52704,21.48895915556771,21.48895915556771,29.26953770102225,29.26953770102225,29.26953770102225
Z_AB_3,AB,27.790560000000003,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AC_0,AC,9.26352,11.403822366534904,20.582673701022255,11.403822366534904,20.582673701022255,28.445641833253656
Z_AC_1,AC,27.790560000000003,28.445641833253656,28.445641833253656,28.445641833253656,28.445641833253656,28.445641833253656
Z_AC_2,AC,9.26352,11.403822366534904,20.582673701022255,28.445641833253656,20.582673701022255,28.445641833253656
Z_AC_3,AC,27.790560000000003,28.445641833253656,28.445641833253656,28.445641833253656,28.445641833253656,28.445641833253656
Z_AD_0,AD,0.0,0.1762135221026093,19.758777833253657,10.497536911989446,19.758777833253657,27.696645589827668
Z_AD_1,AD,27.790560000000003,27.696645589827668,27.696645589827668,27.696645589827668,27.696645589827668,27.696645589827668
Z_AD_2,AD,0.0,0.1762135221026093,19.758777833253657,27.696645589827668,19.758777833253657,27.696645589827668
Z_AD_3,AD,27.790560000000003,27.696645589827668,27.696645589827668,27.696645589827668,27.696645589827668,27.696645589827668
Z_AE_0,AE,18.52704,20.582673701022255,20.582673701022255,20.582673701022255,28.445641833253656,28.445641833253656
Z_AE_1,AE,18.52704,20.582673701022255,20.582673701022255,28.445641833253656,28.445641833253656,28.445641833253656
Z_AE_2,AE,18.52704,20.582673701022255,20.582673701022255,28.445641833253656,28.445641833253656,28.445641833253656
Z_AE_3,AE,18.52704,20.582673701022255,20.582673701022255,20.582673701022255,28.445641833253656,28.445641833253656
Z_AF_0,AF,9.26352,9.673641044220851,19.00978158982766,9.673641044220851,19.00978158982766,19.00978158982766
Z_AF_1,AF,9.26352,9.673641044220851,19.00978158982766,19.00978158982766,19.00978158982766,19.00978158982766
Z_AF_2,AF,9.26352,9.673641044220851,19.00978158982766,19.00978158982766,19.00978158982766,19.00978158982766
Z_AF_3,AF,9.26352,9.673641044220851,19.00978158982766,19.00978158982766,19.00978158982766,19.00978158982766
Z_AG_0,AG,0.0,0.0,8.243739124953045,8.243739124953045,8.243739124953045,17.709870754129653
Z_AG_1,AG,0.0,0.0,8.243739124953045,0.0,8.243739124953045,17.709870754129653
Z_AG_2,AG,0.0,0.0,8.243739124953045,17.709870754129653,8.243739124953045,17.709870754129653
Z_AG_3,AG,0.0,0.0,8.243739124953045,17.709870754129653,8.243739124953045,17.709870754129653
Z_AH_0,AH,9.26352,8.924644800794855,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_AH_1,AH,9.26352,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_AH_2,AH,9.26352,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847
Z_AH_3,AH,9.26352,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_AI_0,AI,0.0,0.0,0.0,7.624733965096847,7.624733965096847,7.624733965096847
Z_AI_1,AI,0.0,0.0,7.624733965096847,0.0,7.624733965096847,7.624733965096847
Z_AI_2,AI,0.0,0.0,0.0,7.624733965096847,7.624733965096847,7.624733965096847
Z_AI_3,AI,0.0,0.0,7.624733965096847,17.147138790624023,7.624733965096847,7.624733965096847
Z_AJ_0,AJ,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AJ_1,AJ,0.0,0.0,6.5504274893133685,0.0,6.5504274893133685,6.5504274893133685
Z_AJ_2,AJ,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_AJ_3,AJ,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AK_0,AK,18.52704,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AK_1,AK,18.52704,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AK_2,AK,18.52704,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AK_3,AK,18.52704,29.26953770102225,29.26953770102225,21.48895915556771,29.26953770102225,29.26953770102225
Z_AL_0,AL,9.26352,28.445641833253656,28.445641833253656,28.445641833253656,28.445641833253656,20.582673701022255
Z_AL_1,AL,9.26352,28.445641833253656,20.582673701022255,28.445641833253656,28.445641833253656,28.445641833253656
Z_AL_2,AL,9.26352,28.445641833253656,28.445641833253656,28.445641833253656,28.445641833253656,20.582673701022255
Z_AL_3,AL,9.26352,28.445641833253656,20.582673701022255,20.582673701022255,28.445641833253656,28.445641833253656
Z_AM_0,AM,0.0,27.696645589827668,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_AM_1,AM,0.0,27.696645589827668,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_AN_0,AN,27.790560000000003,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AN_1,AN,18.52704,21.48895915556771,29.26953770102225,21.48895915556771,29.26953770102225,29.26953770102225
Z_AN_2,AN,27.790560000000003,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AN_3,AN,18.52704,21.48895915556771,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AO_0,AO,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_AO_1,AO,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_AO_2,AO,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_AO_3,AO,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_AP_0,AP,9.26352,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847
Z_AP_1,AP,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_AP_2,AP,9.26352,8.924644800794855,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_AP_3,AP,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_AQ_0,AQ,0.0,0.0,0.0,7.624733965096847,17.147138790624023,17.147138790624023
Z_AQ_1,AQ,18.52704,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023
Z_AR_0,AR,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_AR_1,AR,0.0,0.0,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_AR_2,AR,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_AR_3,AR,0.0,0.0,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_AS_0,AS,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AS_1,AS,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AS_2,AS,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AS_3,AS,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_AT_0,AT,0.0,0.0,0.0,0.0,5.662570897756779,0.0
Z_AU_0,AU,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AU_1,AU,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_AU_2,AU,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AU_3,AU,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_AV_0,AV,0.0,0.0,0.0,0.0,0.0,0.0
Z_AV_1,AV,0.0,0.0,0.0,0.0,0.0,0.0
Z_AV_2,AV,0.0,0.0,0.0,0.0,0.0,0.0
Z_AV_3,AV,0.0,0.0,0.0,0.0,0.0,0.0
Z_AW_0,AW,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_AX_0,AX,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_AY_0,AY,0.0,0.0,0.0,0.0,5.662570897756779,0.0
Z_AZ_0,AZ,27.790560000000003,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AZ_1,AZ,18.52704,21.48895915556771,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AZ_2,AZ,27.790560000000003,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_AZ_3,AZ,18.52704,21.48895915556771,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225
Z_BA_0,BA,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_BA_1,BA,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_BA_2,BA,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_BA_3,BA,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,19.758777833253657
Z_BB_0,BB,9.26352,8.924644800794855,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_BB_1,BB,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BB_2,BB,9.26352,8.924644800794855,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_BB_3,BB,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BC_0,BC,0.0,0.0,0.0,0.0,17.147138790624023,17.147138790624023
Z_BC_1,BC,18.52704,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023
Z_BD_0,BD,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BD_1,BD,0.0,0.0,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_BD_2,BD,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BD_3,BD,0.0,0.0,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847
Z_BE_0,BE,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BE_1,BE,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BE_2,BE,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BE_3,BE,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BF_0,BF,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BF_1,BF,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BF_2,BF,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BF_3,BF,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BG_0,BG,9.26352,7.624733965096847,7.624733965096847,7.624733965096847,17.147138790624023,7.624733965096847
Z_BG_1,BG,0.0,0.0,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847
Z_BG_2,BG,9.26352,7.624733965096847,7.624733965096847,7.624733965096847,17.147138790624023,7.624733965096847
Z_BG_3,BG,0.0,0.0,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847
Z_BH_0,BH,9.26352,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847
Z_BH_1,BH,0.0,0.0,18.328875913985847,18.328875913985847,8.924644800794855,18.328875913985847
Z_BH_2,BH,9.26352,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847
Z_BH_3,BH,0.0,0.0,18.328875913985847,8.924644800794855,8.924644800794855,18.328875913985847
Z_BI_0,BI,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779
Z_BI_1,BI,0.0,0.0,0.0,0.0,5.662570897756779,0.0
Z_BI_2,BI,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779
Z_BI_3,BI,0.0,0.0,0.0,0.0,5.662570897756779,0.0
Z_BJ_0,BJ,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BJ_1,BJ,0.0,0.0,6.5504274893133685,0.0,6.5504274893133685,6.5504274893133685
Z_BJ_2,BJ,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BJ_3,BJ,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BK_0,BK,18.52704,29.26953770102225,21.48895915556771,21.48895915556771,29.26953770102225,29.26953770102225
Z_BK_1,BK,18.52704,29.26953770102225,29.26953770102225,29.26953770102225,29.26953770102225,21.48895915556771
Z_BL_0,BL,0.0,19.758777833253657,0.1762135221026093,10.497536911989446,27.696645589827668,19.758777833253657
Z_BL_1,BL,18.52704,27.696645589827668,19.758777833253657,19.758777833253657,19.758777833253657,19.758777833253657
Z_BM_0,BM,0.0,8.924644800794855,0.0,0.0,18.328875913985847,18.328875913985847
Z_BM_1,BM,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BN_0,BN,0.0,6.5504274893133685,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BN_1,BN,0.0,0.0,0.0,0.0,6.5504274893133685,0.0
Z_BO_0,BO,0.0,18.328875913985847,0.0,8.924644800794855,18.328875913985847,18.328875913985847
Z_BO_1,BO,0.0,18.328875913985847,18.328875913985847,8.924644800794855,18.328875913985847,18.328875913985847
Z_BP_0,BP,0.0,6.5504274893133685,0.0,0.0,6.5504274893133685,0.0
Z_BP_1,BP,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,0.0
Z_BQ_0,BQ,0.0,17.147138790624023,0.0,7.624733965096847,17.147138790624023,17.147138790624023
Z_BQ_1,BQ,0.0,17.147138790624023,0.0,0.0,17.147138790624023,17.147138790624023
Z_BR_0,BR,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_BR_1,BR,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_BR_2,BR,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_BR_3,BR,18.52704,19.758777833253657,19.758777833253657,19.758777833253657,27.696645589827668,27.696645589827668
Z_BS_0,BS,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BS_1,BS,9.26352,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847
Z_BS_2,BS,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BS_3,BS,9.26352,8.924644800794855,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847
Z_BT_0,BT,18.52704,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023
Z_BT_1,BT,0.0,0.0,0.0,7.624733965096847,17.147138790624023,17.147138790624023
Z_BT_2,BT,18.52704,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023,17.147138790624023
Z_BT_3,BT,0.0,0.0,0.0,0.0,17.147138790624023,17.147138790624023
Z_BU_0,BU,9.26352,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122
Z_BU_1,BU,9.26352,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122
Z_BU_2,BU,9.26352,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122
Z_BU_3,BU,9.26352,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122
Z_BV_0,BV,9.26352,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847
Z_BV_1,BV,9.26352,7.624733965096847,7.624733965096847,17.147138790624023,7.624733965096847,7.624733965096847
Z_BV_2,BV,9.26352,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847
Z_BV_3,BV,9.26352,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847,7.624733965096847
Z_BW_0,BW,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BW_1,BW,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BW_2,BW,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BW_3,BW,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BX_0,BX,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779
Z_BX_1,BX,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779
Z_BX_2,BX,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779
Z_BX_3,BX,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779
Z_BY_0,BY,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BY_1,BY,0.0,0.0,0.0,8.924644800794855,18.328875913985847,18.328875913985847
Z_BY_2,BY,18.52704,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_BY_3,BY,0.0,0.0,0.0,8.924644800794855,18.328875913985847,18.328875913985847
Z_BZ_0,BZ,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BZ_1,BZ,0.0,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685
Z_BZ_2,BZ,9.26352,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_BZ_3,BZ,0.0,0.0,0.0,6.5504274893133685,6.5504274893133685,6.5504274893133685
Z_CA_0,CA,9.26352,8.924644800794855,18.328875913985847,18.328875913985847,18.328875913985847,18.328875913985847
Z_CA_1,CA,9.26352,8.924644800794855,8.924644800794855,18.328875913985847,18.328875913985847,8.924644800794855
