base_code,SP,SP_D,TCT,TCT_D,ST,ST_D,DG,DG_D,KV,KV_D,KH,KH_D,frac_diff_SP,cumulative_frac_diff_SP,frac_diff_SP_D,cumulative_frac_diff_SP_D,frac_diff_TCT,cumulative_frac_diff_TCT,frac_diff_TCT_D,cumulative_frac_diff_TCT_D,frac_diff_ST,cumulative_frac_diff_ST,frac_diff_ST_D,cumulative_frac_diff_ST_D,frac_diff_DG,cumulative_frac_diff_DG,frac_diff_DG_D,cumulative_frac_diff_DG_D,frac_diff_KV,cumulative_frac_diff_KV,frac_diff_KV_D,cumulative_frac_diff_KV_D,frac_diff_KH,cumulative_frac_diff_KH,frac_diff_KH_D,cumulative_frac_diff_KH_D
AM,0.0,26.502777,27.523167,27.522997,20.573553,20.644474,20.573545,20.644474,27.523167,27.522997,20.573545,20.573545,-1.0,-6.968899742599742,-0.3178178378378379,-3.3791541312741313,-0.291552972972973,-4.836113513513514,-0.2915573487773488,-3.293494903474904,-0.47043621621621623,-4.218300489060489,-0.4686107078507079,-3.8615551866151874,-0.47043642213642217,-5.158269292149292,-0.4686107078507079,-3.8395884169884176,-0.291552972972973,-3.217153384813385,-0.2915573487773488,-3.1938356241956245,-0.47043642213642217,-3.414370604890605,-0.47043642213642217,-3.414370604890605
AO,18.270475,18.270126,19.864214,19.864037,19.864214,19.864037,19.864214,19.864037,27.523167,27.522997,20.573553,20.573553,-0.5297175032175032,-7.498617245817245,-0.5297264864864865,-3.9088806177606177,-0.48869462033462036,-5.324808133848134,-0.48869917631917636,-3.7821940797940803,-0.48869462033462036,-4.70699510939511,-0.48869917631917636,-4.350254362934364,-0.48869462033462036,-5.646963912483913,-0.48869917631917636,-4.328287593307594,-0.291552972972973,-3.508706357786358,-0.2915573487773488,-3.4853929729729733,-0.47043621621621623,-3.8848068211068214,-0.47043621621621623,-3.8848068211068214
AW,18.270481,18.27013,19.864225,19.86405,20.573553,20.64449,20.573545,20.644493,27.523167,27.522997,20.573545,20.573545,-0.5297173487773488,-8.028334594594593,-0.5297263835263835,-4.438607001287001,-0.4886943371943372,-5.813502471042471,-0.48869884169884176,-4.270892921492922,-0.47043621621621623,-5.177431325611326,-0.468610296010296,-4.81886465894466,-0.47043642213642217,-6.117400334620335,-0.4686102187902188,-4.7968978120978125,-0.291552972972973,-3.800259330759331,-0.2915573487773488,-3.776950321750322,-0.47043642213642217,-4.355243243243244,-0.47043642213642217,-4.355243243243244
AX,18.270485,18.270134,19.864235,19.86406,20.573603,20.644474,20.573603,20.644474,27.523167,27.522997,20.573545,20.573545,-0.5297172458172458,-8.558051840411839,-0.5297262805662806,-4.9683332818532815,-0.4886940797940798,-6.302196550836551,-0.48869858429858437,-4.759591505791506,-0.4704349292149293,-5.647866254826255,-0.4686107078507079,-5.287475366795368,-0.4704349292149293,-6.587835263835264,-0.4686107078507079,-5.26550851994852,-0.291552972972973,-4.091812303732304,-0.2915573487773488,-4.068507670527671,-0.47043642213642217,-4.825679665379666,-0.47043642213642217,-4.825679665379666
BA,18.270475,18.270126,19.864214,19.864037,19.864235,19.86406,19.864248,19.864075,27.523167,27.522997,20.573553,20.573553,-0.5297175032175032,-9.087769343629342,-0.5297264864864865,-5.498059768339768,-0.48869462033462036,-6.790891171171172,-0.48869917631917636,-5.2482906821106825,-0.4886940797940798,-6.136560334620334,-0.48869858429858437,-5.776173951093952,-0.4886937451737452,-7.076529009009009,-0.4886981981981982,-5.754206718146719,-0.291552972972973,-4.383365276705277,-0.2915573487773488,-4.360065019305019,-0.47043621621621623,-5.296115881595882,-0.47043621621621623,-5.296115881595882
BL,0.0,18.270134,19.864235,19.86406,0.0,20.64449,10.406165,20.64449,19.864214,19.864037,19.864239,19.864239,-1.0,-10.087769343629342,-0.5297262805662806,-6.027786048906049,-0.4886940797940798,-7.279585250965251,-0.48869858429858437,-5.7369892664092665,-1.0,-7.136560334620334,-0.468610296010296,-6.244784247104248,-0.7321450450450451,-7.8086740540540545,-0.468610296010296,-6.222817014157015,-0.48869462033462036,-4.872059897039898,-0.48869917631917636,-4.848764195624196,-0.4886939768339768,-5.784809858429859,-0.4886939768339768,-5.784809858429859
BR,18.270475,18.270126,19.864214,19.864037,19.864214,19.864037,19.864214,19.864037,27.523167,27.522997,27.523167,27.523167,-0.5297175032175032,-10.617486846846845,-0.5297264864864865,-6.557512535392536,-0.48869462033462036,-7.768279871299872,-0.48869917631917636,-6.225688442728443,-0.48869462033462036,-7.625254954954955,-0.48869917631917636,-6.733483423423425,-0.48869462033462036,-8.297368674388675,-0.48869917631917636,-6.711516190476192,-0.291552972972973,-5.16361287001287,-0.2915573487773488,-5.140321544401544,-0.291552972972973,-6.0763628314028315,-0.291552972972973,-6.0763628314028315
AF,9.017915,20.35429,10.343029,20.566666,19.654991,19.654814,10.343096,19.654806,19.654978,19.654802,19.654984,19.654984,-0.7678786357786357,-11.385365482625481,-0.4760800514800515,-7.0335925868725875,-0.7337701673101673,-8.50205003861004,-0.47061348777348777,-6.696301930501931,-0.4940800257400258,-8.119334980694981,-0.4940845817245818,-7.227568005148006,-0.7337684427284428,-9.031137117117119,-0.49408478764478764,-7.205600978120979,-0.4940803603603604,-5.657693230373231,-0.49408489060489064,-5.634406435006435,-0.49408020592020596,-6.570443037323037,-0.49408020592020596,-6.570443037323037
AH,8.929728,13.775751,10.240916,14.637065,10.240916,14.637089,10.240981,14.637065,19.450678,19.450508,19.450682,19.450682,-0.7701485714285714,-12.155514054054052,-0.6454118146718147,-7.679004401544402,-0.7363985585585586,-9.238448597168599,-0.6232415701415701,-7.319543500643501,-0.7363985585585586,-8.85573353925354,-0.6232409523809525,-7.850808957528959,-0.7363968854568855,-9.767534002574005,-0.6232415701415701,-7.82884254826255,-0.4993390476190476,-6.157032277992278,-0.49934342342342347,-6.133749858429858,-0.4993389446589447,-7.069781981981982,-0.4993389446589447,-7.069781981981982
AP,8.886171,16.346237,9.747857,15.907119,10.240926,14.637065,10.240916,14.637072,19.450678,19.450508,19.450672,19.450672,-0.7712697297297298,-12.926783783783781,-0.5792474388674389,-8.258251840411841,-0.74908990990991,-9.98753850707851,-0.5905503474903475,-7.910093848133849,-0.7363983011583011,-9.592131840411842,-0.6232415701415701,-8.47405052767053,-0.7363985585585586,-10.503932561132563,-0.62324138996139,-8.45208393822394,-0.4993390476190476,-6.6563713256113255,-0.49934342342342347,-6.633093281853281,-0.49933920205920207,-7.569121184041184,-0.49933920205920207,-7.569121184041184
AR,0.0,16.849577,0.0,15.92246,10.240916,14.637089,10.240981,14.637065,19.450678,19.450508,19.450672,19.450672,-1.0,-13.926783783783781,-0.5662914543114543,-8.824543294723295,-1.0,-10.98753850707851,-0.5901554697554697,-8.500249317889319,-0.7363985585585586,-10.3285303989704,-0.6232409523809525,-9.097291480051481,-0.7363968854568855,-11.240329446589449,-0.6232415701415701,-9.075325508365509,-0.4993390476190476,-7.155710373230373,-0.49934342342342347,-7.132436705276704,-0.49933920205920207,-8.068460386100385,-0.49933920205920207,-8.068460386100385
BB,8.886176,16.346233,9.747867,15.907114,10.240981,14.637045,10.240981,14.637065,19.450678,19.450508,19.450682,19.450682,-0.7712696010296011,-14.698053384813383,-0.5792475418275418,-9.403790836550836,-0.7490896525096525,-11.736628159588163,-0.5905504761904762,-9.090799794079794,-0.7363968854568855,-11.064927284427286,-0.623242084942085,-9.720533564993566,-0.7363968854568855,-11.976726332046335,-0.6232415701415701,-9.698567078507079,-0.4993390476190476,-7.65504942084942,-0.49934342342342347,-7.631780128700127,-0.4993389446589447,-8.56779933075933,-0.4993389446589447,-8.56779933075933
BD,0.0,16.849577,0.0,15.92246,10.240916,14.637089,10.240981,14.637065,19.450678,19.450508,19.450682,19.450682,-1.0,-15.698053384813383,-0.5662914543114543,-9.97008229086229,-1.0,-12.736628159588163,-0.5901554697554697,-9.680955263835264,-0.7363985585585586,-11.801325842985845,-0.6232409523809525,-10.343774517374518,-0.7363968854568855,-12.71312321750322,-0.6232415701415701,-10.321808648648648,-0.4993390476190476,-8.154388468468468,-0.49934342342342347,-8.131123552123551,-0.4993389446589447,-9.067138275418275,-0.4993389446589447,-9.067138275418275
BH,0.0,19.814316,0.0,19.711012,10.2799225,19.4505,10.2799225,19.4505,10.240947,14.637052,19.450678,19.450678,-1.0,-16.698053384813385,-0.4899789961389961,-10.460061287001286,-1.0,-13.736628159588163,-0.49263804375804376,-10.173593307593308,-0.7353945302445303,-12.536720373230375,-0.4993436293436293,-10.843118146718147,-0.7353945302445303,-13.44851774774775,-0.4993436293436293,-10.821152277992278,-0.7363977606177606,-8.89078622908623,-0.6232419047619048,-8.754365456885456,-0.4993390476190476,-9.566477323037322,-0.4993390476190476,-9.566477323037322
BM,0.0,16.849585,9.747867,15.907114,0.0,18.889051,0.0,18.889051,19.450672,19.4505,18.88924,18.88924,-1.0,-17.698053384813385,-0.5662912483912483,-11.026352535392535,-0.7490896525096525,-14.485717812097816,-0.5905504761904762,-10.764143783783783,-1.0,-13.536720373230375,-0.5137953410553411,-11.356913487773488,-1.0,-14.44851774774775,-0.5137953410553411,-11.334947619047618,-0.49933920205920207,-9.390125431145432,-0.4993436293436293,-9.253709086229085,-0.5137904761904761,-10.080267799227798,-0.5137904761904761,-10.080267799227798
BO,0.0,16.849585,19.450691,19.450521,0.0,18.889051,10.240981,14.637065,19.450672,19.4505,18.88924,18.88924,-1.0,-18.698053384813385,-0.5662912483912483,-11.592643783783783,-0.499338712998713,-14.985056525096528,-0.49934308880308886,-11.263486872586872,-1.0,-14.536720373230375,-0.5137953410553411,-11.870708828828828,-0.7363968854568855,-15.184914633204636,-0.6232415701415701,-11.958189189189188,-0.49933920205920207,-9.889464633204634,-0.4993436293436293,-9.753052715572714,-0.5137904761904761,-10.594058275418273,-0.5137904761904761,-10.594058275418273
BS,8.886165,16.346226,9.747844,15.907105,10.240916,14.637061,10.240916,14.637072,19.450672,19.4505,19.450672,19.450672,-0.7712698841698842,-19.469323268983267,-0.579247722007722,-12.171891505791505,-0.7490902445302445,-15.734146769626772,-0.5905507078507078,-11.85403758043758,-0.7363985585585586,-15.273118931788934,-0.6232416731016731,-12.4939505019305,-0.7363985585585586,-15.921313191763195,-0.62324138996139,-12.581430579150577,-0.49933920205920207,-10.388803835263836,-0.4993436293436293,-10.252396344916344,-0.49933920205920207,-11.093397477477476,-0.49933920205920207,-11.093397477477476
BY,0.0,16.849577,0.0,15.92246,0.0,15.92246,9.747883,15.907105,19.450678,19.450508,19.450678,19.450678,-1.0,-20.469323268983267,-0.5662914543114543,-12.738182960102959,-1.0,-16.734146769626772,-0.5901554697554697,-12.44419305019305,-1.0,-16.273118931788936,-0.5901554697554697,-13.08410597168597,-0.7490892406692407,-16.670402432432436,-0.5905507078507078,-13.171981287001286,-0.4993390476190476,-10.888142882882883,-0.49934342342342347,-10.751739768339768,-0.4993390476190476,-11.592736525096523,-0.4993390476190476,-11.592736525096523
CA,8.929728,13.775754,10.240926,14.637065,10.240916,14.637061,10.240916,14.637072,19.450672,19.4505,10.2799225,10.31908,-0.7701485714285714,-21.239471840411838,-0.6454117374517375,-13.383594697554697,-0.7363983011583011,-17.47054507078507,-0.6232415701415701,-13.06743462033462,-0.7363985585585586,-17.009517490347495,-0.6232416731016731,-13.707347644787642,-0.7363985585585586,-17.406800990990995,-0.62324138996139,-13.795222676962675,-0.49933920205920207,-11.387482084942086,-0.4993436293436293,-11.251083397683397,-0.7353945302445303,-12.328131055341053,-0.7343866151866152,-12.327123140283138
AG,0.0,19.792368,0.0,19.66287,10.178428,14.42189,0.0,14.421909,10.178429,14.421896,18.687632,18.687632,-1.0,-22.239471840411838,-0.49054393822393827,-13.874138635778635,-1.0,-18.47054507078507,-0.49387722007722007,-13.56131184041184,-0.7380070012870013,-17.747524491634497,-0.6287801801801802,-14.336127824967823,-1.0,-18.406800990990995,-0.6287796911196911,-14.424002368082366,-0.7380069755469755,-12.12548906048906,-0.6287800257400258,-11.879863423423423,-0.5189798712998713,-12.847110926640925,-0.5189798712998713,-12.84610301158301
CB,8.84154,12.363622,10.140762,13.815405,9.686828,12.761076,9.686828,12.761083,18.687632,18.687477,10.178428,10.178428,-0.7724185328185328,-23.011890373230372,-0.6817600514800515,-14.555898687258686,-0.738976525096525,-19.209521595881597,-0.6443911196911197,-14.20570296010296,-0.750660797940798,-18.498185289575297,-0.6715295752895754,-15.007657400257399,-0.750660797940798,-19.157461788931794,-0.6715293951093951,-15.095531763191762,-0.5189798712998713,-12.644468931788932,-0.518983861003861,-12.398847284427283,-0.7380070012870013,-13.585117927927925,-0.7380070012870013,-13.58411001287001
AI,0.0,13.145413,0.0,14.378251,0.0,13.612714,0.0,11.902857,10.077736,13.612722,10.077736,10.077736,-1.0,-24.011890373230372,-0.661636731016731,-15.217535418275418,-1.0,-20.209521595881597,-0.6299034491634492,-14.835606409266408,-1.0,-19.498185289575297,-0.6496083912483912,-15.65726579150579,-1.0,-20.157461788931794,-0.6936201544401546,-15.789151917631916,-0.7405988159588159,-13.385067747747748,-0.6496081853281854,-13.048455469755469,-0.7405988159588159,-14.32571674388674,-0.7405988159588159,-14.324708828828825
AQ,0.0,15.975383,0.0,15.808358,0.0,13.7670965,9.589082,9.58891,18.01908,18.018913,18.01908,18.01908,-1.0,-25.011890373230372,-0.5887932303732304,-15.806328648648648,-1.0,-21.209521595881597,-0.5930924581724583,-15.428698867438866,-1.0,-20.498185289575297,-0.6456345817245817,-16.302900373230372,-0.7531767824967825,-20.910638571428578,-0.7531812097812098,-16.542333127413126,-0.536188416988417,-13.921256164736164,-0.5361927155727155,-13.584648185328184,-0.536188416988417,-14.861905160875157,-0.536188416988417,-14.860897245817242
BC,0.0,15.975379,0.0,15.808354,0.0,13.76708,0.0,14.378251,18.01908,18.018913,18.01908,18.01908,-1.0,-26.011890373230372,-0.5887933333333334,-16.395121981981983,-1.0,-22.209521595881597,-0.5930925611325611,-16.021791428571426,-1.0,-21.498185289575297,-0.6456350064350065,-16.94853537966538,-1.0,-21.910638571428578,-0.6299034491634492,-17.172236576576577,-0.536188416988417,-14.45744458172458,-0.5361927155727155,-14.1208409009009,-0.536188416988417,-15.398093577863573,-0.536188416988417,-15.397085662805658
BG,0.0,12.343307,0.0,11.902866,10.077736,13.61272,10.077745,13.612722,9.625762,11.902864,10.077765,10.077765,-1.0,-27.011890373230372,-0.6822829601029601,-17.077404942084943,-1.0,-23.209521595881597,-0.6936199227799228,-16.71541135135135,-0.7405988159588159,-22.238784105534112,-0.6496082368082369,-17.598143616473617,-0.7405985842985843,-22.651237155727163,-0.6496081853281854,-17.821844761904764,-0.7522326383526383,-15.209677220077218,-0.6936199742599742,-14.814460875160874,-0.7405980694980695,-16.138691647361643,-0.7405980694980695,-16.137683732303728
BQ,0.0,15.975379,18.01908,18.018913,0.0,13.76708,0.0,9.588946,18.01908,18.018913,18.01908,18.01908,-1.0,-28.011890373230372,-0.5887933333333334,-17.666198275418278,-0.536188416988417,-23.745710012870013,-0.5361927155727155,-17.251604066924067,-1.0,-23.238784105534112,-0.6456350064350065,-18.243778622908625,-1.0,-23.651237155727163,-0.7531802831402832,-18.575025045045045,-0.536188416988417,-15.745865637065634,-0.5361927155727155,-15.35065359073359,-0.536188416988417,-16.67488006435006,-0.536188416988417,-16.673872149292144
BT,0.0,15.975369,0.0,15.808345,0.0,13.767099,0.0,9.588946,18.01908,18.018913,18.01908,18.01908,-1.0,-29.011890373230372,-0.5887935907335907,-18.25499186615187,-1.0,-24.745710012870013,-0.5930927927927928,-17.84469685971686,-1.0,-24.238784105534112,-0.6456345173745174,-18.889413140283143,-1.0,-24.651237155727163,-0.7531802831402832,-19.328205328185327,-0.536188416988417,-16.28205405405405,-0.5361927155727155,-15.886846306306305,-0.536188416988417,-17.211068481338476,-0.536188416988417,-17.21006056628056
BV,8.798125,8.79778,9.589082,9.58891,9.589082,9.588909,9.58909,9.588918,10.077736,13.612722,10.077736,10.077736,-0.773536036036036,-29.785426409266407,-0.7735449163449164,-19.028536782496786,-0.7531767824967825,-25.498886795366797,-0.7531812097812098,-18.59787806949807,-0.7531767824967825,-24.991960888030896,-0.7531812355212355,-19.64259437580438,-0.7531765765765767,-25.40441373230374,-0.7531810038610038,-20.081386332046332,-0.7405988159588159,-17.022652870012866,-0.6496081853281854,-16.53645449163449,-0.7405988159588159,-17.95166729729729,-0.7405988159588159,-17.950659382239376
BU,8.754712,8.754362,9.124032,9.123867,9.527519,9.527348,9.124032,9.123867,9.527528,9.527354,9.975972,9.975972,-0.7746534877734879,-30.560079897039895,-0.7746624967824968,-19.803199279279283,-0.7651471814671815,-26.26403397683398,-0.7651514285714286,-19.363029498069498,-0.7547614157014157,-25.746722303732312,-0.7547658172458173,-20.397360193050197,-0.7651471814671815,-26.169560913770923,-0.7651514285714286,-20.84653776061776,-0.7547611840411841,-17.77741405405405,-0.7547656628056627,-17.291220154440154,-0.743218223938224,-18.694885521235516,-0.743218223938224,-18.6938776061776
AJ,0.0,8.377094,0.0,8.49188,0.0,8.491899,0.0,8.491897,9.429485,9.42931,9.429478,9.429478,-1.0,-31.560079897039895,-0.7843733848133848,-20.58757266409267,-1.0,-27.26403397683398,-0.7814187902187901,-20.144448288288288,-1.0,-26.746722303732312,-0.7814183011583011,-21.178778494208498,-1.0,-27.169560913770923,-0.7814183526383526,-21.62795611325611,-0.7572848133848133,-18.534698867438863,-0.7572893178893179,-18.04850947232947,-0.7572849935649936,-19.45217051480051,-0.7572849935649936,-19.451162599742595
AS,0.0,7.9662895,0.0,8.650544,0.0,8.491899,0.0,8.491897,9.429485,9.42931,9.429478,9.429478,-1.0,-32.5600798970399,-0.7949475032175032,-21.382520167310172,-1.0,-28.26403397683398,-0.7773347747747748,-20.921783063063064,-1.0,-27.746722303732312,-0.7814183011583011,-21.960196795366798,-1.0,-28.169560913770923,-0.7814183526383526,-22.409374465894462,-0.7572848133848133,-19.291983680823677,-0.7572893178893179,-18.805798790218788,-0.7572849935649936,-20.209455508365505,-0.7572849935649936,-20.20844759330759
AU,0.0,7.9662967,0.0,8.650554,0.0,8.491889,0.0,6.7082624,9.429485,9.42931,9.42949,9.42949,-1.0,-33.5600798970399,-0.7949473178893178,-22.17746748519949,-1.0,-29.26403397683398,-0.7773345173745174,-21.69911758043758,-1.0,-28.746722303732312,-0.7814185585585586,-22.741615353925358,-1.0,-29.169560913770923,-0.8273291531531531,-23.236703619047617,-0.7572848133848133,-20.04926849420849,-0.7572893178893179,-19.563088108108104,-0.7572846846846847,-20.96674019305019,-0.7572846846846847,-20.965732277992274
BE,0.0,7.9662895,0.0,8.650544,0.0,8.491899,0.0,8.491897,9.429485,9.42931,9.42949,9.42949,-1.0,-34.5600798970399,-0.7949475032175032,-22.972414988416993,-1.0,-30.26403397683398,-0.7773347747747748,-22.476452355212356,-1.0,-29.746722303732312,-0.7814183011583011,-23.52303365508366,-1.0,-30.169560913770923,-0.7814183526383526,-24.018121971685968,-0.7572848133848133,-20.806553307593305,-0.7572893178893179,-20.32037742599742,-0.7572846846846847,-21.724024877734873,-0.7572846846846847,-21.723016962676958
BF,0.0,7.9662967,0.0,8.650554,0.0,8.491889,0.0,8.491897,9.429485,9.42931,9.429478,9.429478,-1.0,-35.5600798970399,-0.7949473178893178,-23.76736230630631,-1.0,-31.26403397683398,-0.7773345173745174,-23.253786872586872,-1.0,-30.746722303732312,-0.7814185585585586,-24.304452213642218,-1.0,-31.169560913770923,-0.7814183526383526,-24.79954032432432,-0.7572848133848133,-21.56383812097812,-0.7572893178893179,-21.077666743886738,-0.7572849935649936,-22.481309871299867,-0.7572849935649936,-22.480301956241952
BJ,0.0,11.951657,0.0,11.80843,0.0,8.491878,0.0,8.49188,9.429485,9.42931,9.42949,9.42949,-1.0,-36.5600798970399,-0.6923640411840412,-24.459726347490353,-1.0,-32.26403397683398,-0.6960507078507078,-23.94983758043758,-1.0,-31.746722303732312,-0.7814188416988417,-25.08587105534106,-1.0,-32.16956091377092,-0.7814187902187901,-25.58095911454311,-0.7572848133848133,-22.321122934362933,-0.7572893178893179,-21.834956061776055,-0.7572846846846847,-23.23859455598455,-0.7572846846846847,-23.237586640926637
BN,0.0,7.966297,0.0,9.429322,0.0,6.7082624,0.0,6.708266,9.429478,9.429301,0.0,6.7540846,-1.0,-37.5600798970399,-0.7949473101673101,-25.254673657657662,-1.0,-33.26403397683398,-0.7572890090090091,-24.70712658944659,-1.0,-32.74672230373231,-0.8273291531531531,-25.913200208494214,-1.0,-33.16956091377092,-0.8273290604890604,-26.40828817503217,-0.7572849935649936,-23.078407927927927,-0.7572895495495495,-22.592245611325605,-1.0,-24.23859455598455,-0.8261496885456886,-24.063736329472324
