base_code,SP,TCT,ST,DG,KV,KH,frac_diff_SP,cumulative_frac_diff_SP,frac_diff_TCT,cumulative_frac_diff_TCT,frac_diff_ST,cumulative_frac_diff_ST,frac_diff_DG,cumulative_frac_diff_DG,frac_diff_KV,cumulative_frac_diff_KV,frac_diff_KH,cumulative_frac_diff_KH
AA,46.3176,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,-0.20142068965517243,-0.20142068965517243,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591,-0.14080213794474591
AW,46.3176,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,-0.20142068965517243,-0.40284137931034486,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183,-0.14080213794474591,-0.28160427588949183
BA,46.3176,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,49.83347599920474,-0.20142068965517243,-0.6042620689655173,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377,-0.14080213794474591,-0.4224064138342377
AB,34.7382,39.654655999204735,39.654655999204735,39.654655999204735,48.749166908295656,48.749166908295656,-0.40106551724137934,-1.0053275862068967,-0.31629903449647007,-0.7387054483307078,-0.31629903449647007,-0.7387054483307078,-0.31629903449647007,-0.7387054483307078,-0.15949712227076454,-0.5819035361050022,-0.15949712227076454,-0.5819035361050022
AP,34.7382,48.749166908295656,39.654655999204735,39.654655999204735,48.749166908295656,48.749166908295656,-0.40106551724137934,-1.406393103448276,-0.15949712227076454,-0.8982025706014723,-0.31629903449647007,-1.0550044828271778,-0.31629903449647007,-1.0550044828271778,-0.15949712227076454,-0.7414006583757667,-0.15949712227076454,-0.7414006583757667
BB,34.7382,39.654655999204735,39.654655999204735,39.654655999204735,48.749166908295656,48.749166908295656,-0.40106551724137934,-1.8074586206896552,-0.31629903449647007,-1.2145016050979425,-0.31629903449647007,-1.3713035173236479,-0.31629903449647007,-1.3713035173236479,-0.15949712227076454,-0.9008977806465313,-0.15949712227076454,-0.9008977806465313
BP,34.7382,48.749166908295656,48.749166908295656,39.654655999204735,48.749166908295656,48.749166908295656,-0.40106551724137934,-2.2085241379310347,-0.15949712227076454,-1.373998727368707,-0.15949712227076454,-1.5308006395944125,-0.31629903449647007,-1.6876025518201179,-0.15949712227076454,-1.0603949029172959,-0.15949712227076454,-1.0603949029172959
BZ,34.7382,39.654655999204735,48.749166908295656,48.749166908295656,48.749166908295656,48.749166908295656,-0.40106551724137934,-2.6095896551724143,-0.31629903449647007,-1.690297761865177,-0.15949712227076454,-1.690297761865177,-0.15949712227076454,-1.8470996740908825,-0.15949712227076454,-1.2198920251880605,-0.15949712227076454,-1.2198920251880605
AC,23.1588,27.837411933804056,38.57034690829565,27.837411933804056,47.76343137110557,47.76343137110557,-0.6007103448275862,-3.2103000000000006,-0.5200446218309646,-2.2103423836961418,-0.33499401882248886,-2.025291780687666,-0.5200446218309646,-2.367144295921847,-0.17649256256714538,-1.396384587755206,-0.17649256256714538,-1.396384587755206
AF,34.7382,38.57034690829565,38.57034690829565,38.57034690829565,47.76343137110557,47.76343137110557,-0.40106551724137934,-3.61136551724138,-0.33499401882248886,-2.5453364025186307,-0.33499401882248886,-2.3602857995101547,-0.33499401882248886,-2.702138314744336,-0.17649256256714538,-1.5728771503223513,-0.17649256256714538,-1.5728771503223513
AQ,23.1588,47.76343137110557,38.57034690829565,38.57034690829565,47.76343137110557,47.76343137110557,-0.6007103448275862,-4.212075862068966,-0.17649256256714538,-2.721828965085776,-0.33499401882248886,-2.6952798183326436,-0.33499401882248886,-3.037132333566825,-0.17649256256714538,-1.7493697128894967,-0.17649256256714538,-1.7493697128894967
BC,23.1588,27.837411933804056,38.57034690829565,27.837411933804056,47.76343137110557,47.76343137110557,-0.6007103448275862,-4.812786206896552,-0.5200446218309646,-3.2418735869167405,-0.33499401882248886,-3.0302738371551325,-0.5200446218309646,-3.5571769553977894,-0.17649256256714538,-1.9258622754566421,-0.17649256256714538,-1.9258622754566421
BF,23.1588,27.837411933804056,38.57034690829565,27.837411933804056,47.76343137110557,47.76343137110557,-0.6007103448275862,-5.413496551724139,-0.5200446218309646,-3.761918208747705,-0.33499401882248886,-3.3652678559776215,-0.5200446218309646,-4.077221577228754,-0.17649256256714538,-2.1023548380237873,-0.17649256256714538,-2.1023548380237873
AD,11.5794,14.681477933008797,37.58461137110556,14.681477933008797,46.86730815547822,46.86730815547822,-0.8003551724137931,-6.213851724137932,-0.7468710701205381,-4.508789278868243,-0.35198945911886964,-3.717257315096491,-0.7468710701205381,-4.824092647349293,-0.1919429628365824,-2.29429780086037,-0.1919429628365824,-2.29429780086037
AR,11.5794,46.86730815547822,37.58461137110556,37.58461137110556,46.86730815547822,46.86730815547822,-0.8003551724137931,-7.014206896551725,-0.1919429628365824,-4.700732241704825,-0.35198945911886964,-4.069246774215361,-0.35198945911886964,-5.176082106468162,-0.1919429628365824,-2.4862407636969523,-0.1919429628365824,-2.4862407636969523
BD,11.5794,14.681477933008797,37.58461137110556,26.753102842894965,46.86730815547822,46.86730815547822,-0.8003551724137931,-7.814562068965518,-0.7468710701205381,-5.447603311825364,-0.35198945911886964,-4.4212362333342305,-0.5387396061569834,-5.714821712625145,-0.1919429628365824,-2.678183726533535,-0.1919429628365824,-2.678183726533535
BK,23.1588,26.753102842894965,37.58461137110556,26.753102842894965,46.86730815547822,46.86730815547822,-0.6007103448275862,-8.415272413793105,-0.5387396061569834,-5.986342917982347,-0.35198945911886964,-4.7732256924531,-0.5387396061569834,-6.253561318782129,-0.1919429628365824,-2.8701266893701174,-0.1919429628365824,-2.8701266893701174
BQ,11.5794,37.58461137110556,26.753102842894965,26.753102842894965,37.58461137110556,37.58461137110556,-0.8003551724137931,-9.215627586206898,-0.35198945911886964,-6.338332377101216,-0.5387396061569834,-5.311965298610083,-0.5387396061569834,-6.792300924939113,-0.35198945911886964,-3.222116148488987,-0.35198945911886964,-3.222116148488987
CA,34.7382,37.58461137110556,37.58461137110556,37.58461137110556,46.86730815547822,46.86730815547822,-0.40106551724137934,-9.616693103448277,-0.35198945911886964,-6.690321836220086,-0.35198945911886964,-5.663954757728953,-0.35198945911886964,-7.144290384057983,-0.1919429628365824,-3.4140591113255696,-0.1919429628365824,-3.4140591113255696
CT,34.7382,37.58461137110556,37.58461137110556,37.58461137110556,46.86730815547822,46.86730815547822,-0.40106551724137934,-10.017758620689657,-0.35198945911886964,-7.042311295338956,-0.35198945911886964,-6.0159442168478225,-0.35198945911886964,-7.496279843176852,-0.1919429628365824,-3.606002074162152,-0.1919429628365824,-3.606002074162152
AE,0.0,0.0,36.68848815547822,13.597168842099702,46.05265068672608,46.05265068672608,-1.0,-11.017758620689657,-1.0,-8.042311295338955,-0.3674398593883066,-6.383384076236129,-0.7655660544465568,-8.26184589762341,-0.2059887812633434,-3.8119908554254955,-0.2059887812633434,-3.8119908554254955
AG,23.1588,25.767367305704884,25.767367305704884,25.767367305704884,36.68848815547822,36.68848815547822,-0.6007103448275862,-11.618468965517243,-0.5557350464533641,-8.598046341792319,-0.5557350464533641,-6.939119122689493,-0.5557350464533641,-8.817580944076774,-0.3674398593883066,-4.179430714813802,-0.3674398593883066,-4.179430714813802
AS,0.0,46.05265068672608,36.68848815547822,36.68848815547822,46.05265068672608,46.05265068672608,-1.0,-12.618468965517243,-0.2059887812633434,-8.804035123055662,-0.3674398593883066,-7.306558982077799,-0.3674398593883066,-9.18502080346508,-0.2059887812633434,-4.385419496077145,-0.2059887812633434,-4.385419496077145
BE,0.0,0.0,36.68848815547822,25.767367305704884,46.05265068672608,46.05265068672608,-1.0,-13.618468965517243,-1.0,-9.804035123055662,-0.3674398593883066,-7.673998841466106,-0.5557350464533641,-9.740755849918445,-0.2059887812633434,-4.591408277340489,-0.2059887812633434,-4.591408277340489
AJ,23.1588,24.87124409007753,24.87124409007753,24.87124409007753,35.87383068672609,35.87383068672609,-0.6007103448275862,-14.21917931034483,-0.5711854467228012,-10.375220569778463,-0.5711854467228012,-8.245184288188907,-0.5711854467228012,-10.311941296641246,-0.3814856778150675,-4.972893955155556,-0.3814856778150675,-4.972893955155556
BG,23.1588,24.87124409007753,24.87124409007753,24.87124409007753,35.87383068672609,35.87383068672609,-0.6007103448275862,-14.819889655172416,-0.5711854467228012,-10.946406016501264,-0.5711854467228012,-8.816369734911708,-0.5711854467228012,-10.883126743364047,-0.3814856778150675,-5.354379632970624,-0.3814856778150675,-5.354379632970624
BR,0.0,24.87124409007753,12.61143330490962,12.61143330490962,35.87383068672609,35.87383068672609,-1.0,-15.819889655172416,-0.5711854467228012,-11.517591463224065,-0.7825614947429377,-9.598931229654646,-0.7825614947429377,-11.665688238106984,-0.3814856778150675,-5.735865310785692,-0.3814856778150675,-5.735865310785692
CB,23.1588,24.87124409007753,24.87124409007753,24.87124409007753,35.87383068672609,35.87383068672609,-0.6007103448275862,-16.4206,-0.5711854467228012,-12.088776909946866,-0.5711854467228012,-10.170116676377447,-0.5711854467228012,-12.236873684829785,-0.3814856778150675,-6.1173509886007595,-0.3814856778150675,-6.1173509886007595
CO,11.5794,35.87383068672609,12.61143330490962,24.87124409007753,35.87383068672609,35.87383068672609,-0.8003551724137931,-17.22095517241379,-0.3814856778150675,-12.470262587761933,-0.7825614947429377,-10.952678171120384,-0.5711854467228012,-12.808059131552586,-0.3814856778150675,-6.498836666415827,-0.3814856778150675,-6.498836666415827
CU,23.1588,24.87124409007753,24.87124409007753,24.87124409007753,35.87383068672609,35.87383068672609,-0.6007103448275862,-17.821665517241378,-0.5711854467228012,-13.041448034484734,-0.5711854467228012,-11.523863617843185,-0.5711854467228012,-13.379244578275387,-0.3814856778150675,-6.880322344230895,-0.3814856778150675,-6.880322344230895
AH,11.5794,11.715310089282276,24.0565866213254,11.715310089282276,35.13323298786051,35.13323298786051,-0.8003551724137931,-18.62202068965517,-0.7980118950123746,-13.839459929497108,-0.585231265149562,-12.109094882992746,-0.7980118950123746,-14.17725647328776,-0.3942546036575774,-7.274576947888472,-0.3942546036575774,-7.274576947888472
AT,23.1588,24.0565866213254,24.0565866213254,24.0565866213254,35.13323298786051,35.13323298786051,-0.6007103448275862,-19.222731034482756,-0.585231265149562,-14.42469119464667,-0.585231265149562,-12.694326148142308,-0.585231265149562,-14.762487738437322,-0.3942546036575774,-7.66883155154605,-0.3942546036575774,-7.66883155154605
CD,0.0,0.0,24.0565866213254,11.715310089282276,35.13323298786051,35.13323298786051,-1.0,-20.222731034482756,-1.0,-15.42469119464667,-0.585231265149562,-13.279557413291869,-0.7980118950123746,-15.560499633449696,-0.3942546036575774,-8.063086155203628,-0.3942546036575774,-8.063086155203628
AK,11.5794,10.900652620530144,10.900652620530144,10.900652620530144,34.459962352528166,34.459962352528166,-0.8003551724137931,-21.023086206896547,-0.8120577134391355,-16.236748908085804,-0.8120577134391355,-14.091615126731003,-0.8120577134391355,-16.372557346888833,-0.4058627180598592,-8.468948873263487,-0.4058627180598592,-8.468948873263487
BS,0.0,10.900652620530144,10.900652620530144,0.0,34.459962352528166,34.459962352528166,-1.0,-22.023086206896547,-0.8120577134391355,-17.04880662152494,-0.8120577134391355,-14.903672840170138,-1.0,-17.372557346888833,-0.4058627180598592,-8.874811591323347,-0.4058627180598592,-8.874811591323347
BU,0.0,0.0,10.900652620530144,10.900652620530144,34.459962352528166,34.459962352528166,-1.0,-23.023086206896547,-1.0,-18.04880662152494,-0.8120577134391355,-15.715730553609273,-0.8120577134391355,-18.184615060327967,-0.4058627180598592,-9.280674309383206,-0.4058627180598592,-9.280674309383206
CC,11.5794,10.900652620530144,10.900652620530144,10.900652620530144,34.459962352528166,34.459962352528166,-0.8003551724137931,-23.82344137931034,-0.8120577134391355,-18.860864334964074,-0.8120577134391355,-16.527788267048408,-0.8120577134391355,-18.996672773767102,-0.4058627180598592,-9.686537027443066,-0.4058627180598592,-9.686537027443066
