base_code,SP,SP_D,TCT,TCT_D,ST,ST_D,DG,DG_D,KV,KV_D,KH,KH_D,frac_diff_SP,cumulative_frac_diff_SP,frac_diff_SP_D,cumulative_frac_diff_SP_D,frac_diff_TCT,cumulative_frac_diff_TCT,frac_diff_TCT_D,cumulative_frac_diff_TCT_D,frac_diff_ST,cumulative_frac_diff_ST,frac_diff_ST_D,cumulative_frac_diff_ST_D,frac_diff_DG,cumulative_frac_diff_DG,frac_diff_DG_D,cumulative_frac_diff_DG_D,frac_diff_KV,cumulative_frac_diff_KV,frac_diff_KV_D,cumulative_frac_diff_KV_D,frac_diff_KH,cumulative_frac_diff_KH,frac_diff_KH_D,cumulative_frac_diff_KH_D
AR,9.071141,17.495759999999997,9.725341,17.686495,14.845809500000001,17.043795000000003,14.865297250000001,19.450504000000002,19.4506865,19.4505165,19.4506815,19.4506815,-0.7665085971685972,-12.390871447876448,-0.5496586872586874,-8.653789137709138,-0.7496694723294723,-9.612928854568853,-0.5447491634491635,-8.169489562419564,-0.6178684813384813,-9.171159253539255,-0.561292277992278,-8.464062754182756,-0.6173668661518661,-8.294166364221365,-0.49934352638352636,-7.929050398970399,-0.49933882882882885,-6.860735572715572,-0.4993432046332047,-6.849144954954955,-0.4993389575289575,-7.665841608751609,-0.4993389575289575,-7.665841608751609
BB,13.531888000000002,17.2617385,14.318546,17.3980825,14.845826500000001,17.0437825,14.86533,19.450506,19.4506865,19.4505165,19.4506935,19.4506935,-0.6516888545688545,-13.042560302445303,-0.5556824066924068,-9.209471544401545,-0.6314402574002574,-10.24436911196911,-0.5521729086229086,-8.721662471042473,-0.6178680437580437,-9.789027297297299,-0.5612925997425998,-9.025355353925356,-0.6173660231660232,-8.911532387387387,-0.4993434749034749,-8.428393873873874,-0.49933882882882885,-7.3600744015444,-0.4993432046332047,-7.348488159588159,-0.4993386486486487,-8.165180257400257,-0.4993386486486487,-8.165180257400257
BD,9.071142,17.495761,9.7253455,17.6864995,14.845818999999999,17.043805499999998,19.4506835,19.450512500000002,19.4506865,19.4505165,19.4506935,19.4506935,-0.7665085714285714,-13.809068873873874,-0.5496586615186615,-9.759130205920206,-0.7496693564993565,-10.994038468468467,-0.5447490476190476,-9.26641151866152,-0.6178682368082369,-10.406895534105535,-0.5612920077220078,-9.586647361647364,-0.4993389060489061,-9.410871293436294,-0.4993433075933076,-8.927737181467181,-0.49933882882882885,-7.859413230373229,-0.4993432046332047,-7.8478313642213635,-0.4993386486486487,-8.664518906048906,-0.4993386486486487,-8.664518906048906
BH,4.4740525,20.0733645,5.13996125,20.1166955,14.865313,19.5807675,19.450677,19.4505235,14.8458295,17.0437815,19.45068,19.45068,-0.8848377734877735,-14.693906647361647,-0.4833110810810811,-10.242441287001288,-0.8676972651222652,-11.861735733590733,-0.48219574002574006,-9.74860725868726,-0.6173664607464607,-11.024261994851996,-0.49599054054054054,-10.082637902187905,-0.4993390733590734,-9.910210366795367,-0.4993430244530245,-9.427080205920205,-0.6178679665379665,-8.477281196911196,-0.5612926254826255,-8.409123989703989,-0.4993389961389962,-9.163857902187903,-0.4993389961389962,-9.163857902187903
BM,9.0888025,17.513416499999998,14.5992745,17.678812999999998,9.4446125,19.7056995,9.4446125,19.7057005,19.4506885,19.4505175,19.169959,19.169959,-0.7660539897039897,-15.459960637065636,-0.5492042084942086,-10.791645495495496,-0.6242142985842986,-12.485950032175031,-0.5449468983268984,-10.293554157014158,-0.7568954311454312,-11.781157425997426,-0.4927747876447876,-10.575412689832692,-0.7568954311454312,-10.667105797940797,-0.49277476190476194,-9.919854967824968,-0.4993387773487774,-8.976619974259973,-0.4993431788931789,-8.908467168597168,-0.506564761904762,-9.670422664092666,-0.506564761904762,-9.670422664092666
BO,0.0,16.849585,19.450691,19.450521,9.4446125,19.7056995,10.2604565,17.174049,19.4506885,19.4505175,19.169959,19.169959,-1.0,-16.459960637065635,-0.5662912483912483,-11.357936743886745,-0.499338712998713,-12.985288745173744,-0.49934308880308886,-10.792897245817247,-0.7568954311454312,-12.538052857142857,-0.4927747876447876,-11.06818747747748,-0.7358955855855855,-11.403001383526384,-0.5579395366795367,-10.477794504504505,-0.4993387773487774,-9.47595875160875,-0.4993431788931789,-9.407810347490347,-0.506564761904762,-10.176987425997428,-0.506564761904762,-10.176987425997428
BS,13.5318935,17.2617425,14.318553999999999,17.3980875,14.565090000000001,16.763066000000002,19.169956,19.1697835,19.450675,19.450504000000002,19.450693,19.450693,-0.6516887129987129,-17.111649350064347,-0.5556823037323038,-11.913619047619049,-0.6314400514800516,-13.616728796653796,-0.5521727799227799,-11.345070025740027,-0.6250942084942085,-13.163147065637066,-0.5685182496782496,-11.636705727155729,-0.5065648391248392,-11.909566222651224,-0.5065692792792793,-10.984363783783785,-0.49933912483912485,-9.975297876447875,-0.49934352638352636,-9.907153873873874,-0.4993386615186615,-10.67632608751609,-0.4993386615186615,-10.67632608751609
BY,9.07114,17.495759,9.725336,17.686489,9.725336,17.6864845,14.865297250000001,19.450512500000002,19.450699999999998,19.45053,19.45068,19.45068,-0.7665086229086229,-17.87815797297297,-0.549658712998713,-12.463277760617762,-0.7496696010296011,-14.366398397683398,-0.5447493178893179,-11.889819343629345,-0.7496696010296011,-13.912816666666668,-0.5447494337194337,-12.181455160875162,-0.6173668661518661,-12.526933088803089,-0.4993433075933076,-11.483707091377092,-0.4993384813384814,-10.474636357786357,-0.49934285714285714,-10.40649673101673,-0.4993389961389962,-11.175665083655087,-0.4993389961389962,-11.175665083655087
CA,8.929735,13.7757545,10.2409365,14.637077,14.565090000000001,16.763066000000002,14.86530225,19.4505235,19.4506885,19.4505175,14.86530875,14.8848875,-0.7701483912483912,-18.648306364221362,-0.6454117245817247,-13.108689485199488,-0.7363980308880309,-15.102796428571429,-0.6232412612612613,-12.513060604890606,-0.6250942084942085,-14.537910875160877,-0.5685182496782496,-12.74997341055341,-0.6173667374517375,-13.144299826254827,-0.4993430244530245,-11.983050115830116,-0.4993387773487774,-10.973975135135134,-0.4993431788931789,-10.90583990990991,-0.6173665701415701,-11.793031653796657,-0.6168626126126127,-11.7925276962677
AG,0.0,19.7923765,0.0,19.6628805,10.178476,14.421920499999999,14.4330625,18.6874845,10.178448,14.4219115,18.687647,18.687647,-1.0,-19.648306364221362,-0.49054371943371944,-13.599233204633208,-1.0,-16.10279642857143,-0.49387694980694985,-13.006937554697556,-0.7380057657657658,-15.275916640926644,-0.6287793951093952,-13.378752805662806,-0.6284925997425997,-13.772792425997427,-0.518983667953668,-12.502033783783784,-0.7380064864864865,-11.711981621621621,-0.6287796267696267,-11.534619536679536,-0.5189794851994852,-12.312011138996143,-0.5189794851994852,-12.311507181467185
CB,8.8415455,12.3636245,10.140772,13.8154065,14.18724,15.724283,14.433030500000001,16.5546995,18.6876425,18.687486,14.433034499999998,14.433034499999998,-0.7724183912483912,-20.420724755469752,-0.6817599871299871,-14.280993191763194,-0.7389762676962678,-16.841772696267697,-0.644391081081081,-13.651328635778636,-0.6348200772200773,-15.91073671814672,-0.5952565508365508,-13.974009356499357,-0.6284934234234234,-14.40128584942085,-0.5738816087516088,-13.075915392535393,-0.5189796010296011,-12.230961222651223,-0.5189836293436294,-12.053603166023166,-0.6284933204633205,-12.940504459459463,-0.6284933204633205,-12.940000501930506
AI,0.0,13.1454185,0.0,14.378255,5.0388995,13.995498,9.851764,13.9954885,10.07775475,13.6127365,10.07774025,10.07774025,-1.0,-21.420724755469752,-0.6616365894465895,-14.942629781209783,-1.0,-17.841772696267697,-0.6299033462033462,-14.281231981981982,-0.8702985971685971,-16.781035315315318,-0.6397555212355213,-14.613764877734878,-0.7464153410553411,-15.147701190476191,-0.6397557657657658,-13.71567115830116,-0.7405983333333334,-12.971559555984555,-0.6496078120978122,-12.703210978120978,-0.7405987065637066,-13.68110316602317,-0.7405987065637066,-13.680599208494213
AQ,9.00954,16.997065,9.00954,16.9136355,9.00954,15.89300475,13.804081,13.803911500000002,18.01908,18.018913,18.01908,18.01908,-0.7680942084942085,-22.18881896396396,-0.5624951093951094,-15.505124890604893,-0.7680942084942085,-18.609866904761905,-0.5646425868725868,-14.845874568854569,-0.7680942084942085,-17.549129523809526,-0.5909136486486487,-15.204678526383526,-0.6446825997425998,-15.792383790218791,-0.6446869626769627,-14.360358120978121,-0.536188416988417,-13.507747972972972,-0.5361927155727155,-13.239403693693694,-0.536188416988417,-14.217291583011587,-0.536188416988417,-14.21678762548263
BC,9.00954,16.997063,9.00954,16.9136335,9.00954,15.8929965,9.00954,16.198582000000002,18.01908,18.018913,18.01908,18.01908,-0.7680942084942085,-22.95691317245817,-0.5624951608751608,-16.067620051480056,-0.7680942084942085,-19.377961113256113,-0.5646426383526384,-15.410517207207207,-0.7680942084942085,-18.317223732303734,-0.590913861003861,-15.795592387387387,-0.7680942084942085,-16.560477998713,-0.5830480823680824,-14.943406203346203,-0.536188416988417,-14.043936389961388,-0.5361927155727155,-13.77559640926641,-0.536188416988417,-14.753480000000003,-0.536188416988417,-14.752976042471046
BG,4.3843435,12.7337935,4.812888,12.834975,10.077782,13.612729,10.077799,13.612722,13.8224305,14.960893,10.077765,10.077765,-0.8871468854568855,-23.844060057915055,-0.6722318275418275,-16.739851879021884,-0.8761161389961389,-20.25407725225225,-0.6696274131274131,-16.080144620334618,-0.740597631917632,-19.057821364221365,-0.6496080051480051,-16.44520039253539,-0.7405971943371944,-17.301075193050195,-0.6496081853281854,-15.593014388674389,-0.6442102831402832,-14.688146673101672,-0.6149062290862292,-14.390502638352638,-0.7405980694980695,-15.494078069498073,-0.7405980694980695,-15.493574111969115
BQ,0.0,15.975379,18.01908,18.018913,0.0,13.76708825,4.7945595,11.983599,18.01908,18.018913,18.01908,18.01908,-1.0,-24.844060057915055,-0.5887933333333334,-17.32864521235522,-0.536188416988417,-20.790265669240668,-0.5361927155727155,-16.616337335907332,-1.0,-20.057821364221365,-0.6456347940797941,-17.090835186615184,-0.8765879150579151,-18.17766310810811,-0.6915418532818534,-16.284556241956242,-0.536188416988417,-15.224335090090088,-0.5361927155727155,-14.926695353925354,-0.536188416988417,-16.03026648648649,-0.536188416988417,-16.029762528957534
BT,9.00954,16.9970675,9.00954,16.9136375,9.00954,15.893009500000002,13.8040995,16.198586,18.01908,18.018913,18.01908,18.01908,-0.7680942084942085,-25.612154266409263,-0.5624950450450451,-17.891140257400263,-0.7680942084942085,-21.558359877734876,-0.5646425353925354,-17.18097987129987,-0.7680942084942085,-20.825915572715573,-0.5909135263835263,-17.68174871299871,-0.6446821235521236,-18.822345231660233,-0.5830479794079795,-16.86760422136422,-0.536188416988417,-15.760523507078505,-0.5361927155727155,-15.462888069498069,-0.536188416988417,-16.566454903474906,-0.536188416988417,-16.56595094594595
BV,8.798132500000001,8.797787,9.5891005,9.588928,9.833414999999999,11.600823250000001,9.851776000000001,12.7577985,10.07775475,13.6127365,10.07774025,10.07774025,-0.773535842985843,-26.385690109395107,-0.7735447361647362,-18.664684993565,-0.7531763063063063,-22.31153618404118,-0.7531807464607465,-17.934160617760615,-0.7468876447876448,-21.572803217503218,-0.7013945109395109,-18.383143223938223,-0.7464150321750321,-19.568760263835266,-0.6716139382239382,-17.53921815958816,-0.7405983333333334,-16.501121840411837,-0.6496078120978122,-16.11249588159588,-0.7405987065637066,-17.30705361003861,-0.7405987065637066,-17.306549652509656
BU,8.7547175,8.7543675,9.124039499999999,9.123875,9.527526000000002,9.527353999999999,9.751746,11.234919999999999,9.527536999999999,9.527364,9.975976500000002,9.975976500000002,-0.7746533462033462,-27.160343455598454,-0.7746623552123552,-19.439347348777357,-0.7651469884169885,-23.076683172458168,-0.7651512226512227,-18.699311840411838,-0.7547612355212355,-22.327564453024454,-0.7547656628056628,-19.137908886743887,-0.748989806949807,-20.317750070785074,-0.7108128700128701,-18.25003102960103,-0.7547609523809524,-17.25588279279279,-0.7547654054054055,-16.867261287001284,-0.7432181081081081,-18.05027171814672,-0.7432181081081081,-18.049767760617765
AJ,0.0,8.377098,0.0,8.4918885,4.7147495,8.96061075,4.7147425,9.429323499999999,9.429493749999999,9.4293185,9.4294885,9.4294885,-1.0,-28.160343455598454,-0.7843732818532818,-20.223720630630638,-1.0,-24.076683172458168,-0.7814185714285714,-19.48073041184041,-0.8786422265122265,-23.20620667953668,-0.7693536486486486,-19.907262535392537,-0.8786424066924067,-21.19639247747748,-0.7572889703989705,-19.00732,-0.7572845881595882,-18.01316738095238,-0.7572890990990991,-17.624550386100385,-0.7572847232947234,-18.807556441441445,-0.7572847232947234,-18.80705248391249
AS,4.330414,8.313392,4.714745,9.0399375,4.714739,8.96060025,9.4294815,9.4293055,9.4294945,9.429318,9.4294885,9.4294885,-0.8885350321750323,-29.048878487773486,-0.7860130759330759,-21.009733706563715,-0.8786423423423423,-24.95532551480051,-0.767311776061776,-20.248042187902186,-0.8786424967824967,-24.084849176319178,-0.7693539189189189,-20.676616454311457,-0.7572849034749034,-21.953677380952385,-0.7572894337194338,-19.764609433719436,-0.7572845688545689,-18.770451949806947,-0.757289111969112,-18.381839498069496,-0.7572847232947234,-19.56484116473617,-0.7572847232947234,-19.564337207207213
AU,4.330414,8.313391,4.714745,9.0399385,4.714739,8.960599,9.429478,9.429301,9.4294945,9.429318,9.4295015,9.4295015,-0.8885350321750323,-29.937413519948517,-0.7860131016731017,-21.795746808236817,-0.8786423423423423,-25.833967857142852,-0.7673117503217504,-21.015353938223935,-0.8786424967824967,-24.963491673101675,-0.7693539510939511,-21.445970405405408,-0.7572849935649936,-22.71096237451738,-0.7572895495495495,-20.521898983268986,-0.7572845688545689,-19.527736518661516,-0.757289111969112,-19.139128610038608,-0.7572843886743886,-20.322125553410558,-0.7572843886743886,-20.321621595881602
