base_code,SP,TCT,ST,DG,KV,KH,frac_diff_SP,cumulative_frac_diff_SP,frac_diff_TCT,cumulative_frac_diff_TCT,frac_diff_ST,cumulative_frac_diff_ST,frac_diff_DG,cumulative_frac_diff_DG,frac_diff_KV,cumulative_frac_diff_KV,frac_diff_KH,cumulative_frac_diff_KH
BU,9.26352,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122,7.06200200159122,-0.7496345945945946,-26.35654702702704,-0.8091350810380751,-22.789258539170234,-0.8091350810380751,-22.267676825326895,-0.8091350810380751,-20.30502589080487,-0.8091350810380751,-16.926239932576433,-0.8091350810380751,-17.89029120006829
AJ,0.0,0.0,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,-1.0,-27.35654702702704,-1.0,-23.789258539170234,-0.9114807096038735,-23.179157534930766,-0.9114807096038735,-21.216506600408742,-0.8229614192077468,-17.74920135178418,-0.8229614192077468,-18.713252619276037
AS,4.63176,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,6.5504274893133685,-0.8748172972972973,-28.23136432432434,-0.9114807096038735,-24.700739248774106,-0.9114807096038735,-24.090638244534638,-0.8229614192077468,-22.03946801961649,-0.8229614192077468,-18.572162770991927,-0.8229614192077468,-19.536214038483784
AU,4.63176,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,6.5504274893133685,-0.8748172972972973,-29.106181621621637,-0.9114807096038735,-25.612219958377977,-0.9114807096038735,-25.00211895413851,-0.8229614192077468,-22.862429438824236,-0.8229614192077468,-19.395124190199674,-0.8229614192077468,-20.35917545769153
BE,4.63176,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,6.5504274893133685,-0.8748172972972973,-29.980998918918935,-0.9114807096038735,-26.52370066798185,-0.9114807096038735,-25.91359966374238,-0.8229614192077468,-23.685390858031983,-0.8229614192077468,-20.21808560940742,-0.8229614192077468,-21.18213687689928
BF,4.63176,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,6.5504274893133685,-0.8748172972972973,-30.855816216216233,-0.9114807096038735,-27.43518137758572,-0.9114807096038735,-26.825080373346253,-0.8229614192077468,-24.50835227723973,-0.8229614192077468,-21.041047028615168,-0.8229614192077468,-22.005098296107025
BJ,0.0,0.0,3.2752137446566842,0.0,6.5504274893133685,6.5504274893133685,-1.0,-31.855816216216233,-1.0,-28.43518137758572,-0.9114807096038735,-27.736561082950125,-1.0,-25.50835227723973,-0.8229614192077468,-21.864008447822915,-0.8229614192077468,-22.828059715314772
BN,0.0,3.2752137446566842,0.0,0.0,6.5504274893133685,3.2752137446566842,-1.0,-32.85581621621623,-0.9114807096038735,-29.346662087189593,-1.0,-28.736561082950125,-1.0,-26.50835227723973,-0.8229614192077468,-22.686969867030662,-0.9114807096038735,-23.739540424918644
BP,0.0,6.5504274893133685,3.2752137446566842,3.2752137446566842,6.5504274893133685,0.0,-1.0,-33.85581621621623,-0.8229614192077468,-30.16962350639734,-0.9114807096038735,-29.648041792553997,-0.9114807096038735,-27.419832986843602,-0.8229614192077468,-23.50993128623841,-1.0,-24.739540424918644
BW,4.63176,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,6.5504274893133685,-0.8748172972972973,-34.73063351351353,-0.9114807096038735,-31.081104216001215,-0.9114807096038735,-30.55952250215787,-0.8229614192077468,-28.24279440605135,-0.8229614192077468,-24.332892705446156,-0.8229614192077468,-25.56250184412639
BZ,4.63176,3.2752137446566842,3.2752137446566842,6.5504274893133685,6.5504274893133685,6.5504274893133685,-0.8748172972972973,-35.60545081081083,-0.9114807096038735,-31.992584925605087,-0.9114807096038735,-31.47100321176174,-0.8229614192077468,-29.065755825259096,-0.8229614192077468,-25.155854124653903,-0.8229614192077468,-26.385463263334138
CC,0.0,6.5504274893133685,0.0,3.2752137446566842,6.5504274893133685,3.2752137446566842,-1.0,-36.60545081081083,-0.8229614192077468,-32.81554634481283,-1.0,-32.47100321176174,-0.9114807096038735,-29.977236534862968,-0.8229614192077468,-25.97881554386165,-0.9114807096038735,-27.29694397293801
AT,0.0,0.0,0.0,0.0,5.662570897756779,0.0,-1.0,-37.60545081081083,-1.0,-33.81554634481283,-1.0,-33.47100321176174,-1.0,-30.977236534862968,-0.8469575433038709,-26.82577308716552,-1.0,-28.29694397293801
AY,0.0,0.0,0.0,0.0,5.662570897756779,0.0,-1.0,-38.60545081081083,-1.0,-34.81554634481283,-1.0,-34.47100321176174,-1.0,-31.977236534862968,-0.8469575433038709,-27.67273063046939,-1.0,-29.29694397293801
BI,0.0,0.0,0.0,0.0,5.662570897756779,2.8312854488783894,-1.0,-39.60545081081083,-1.0,-35.81554634481283,-1.0,-35.47100321176174,-1.0,-32.97723653486297,-0.8469575433038709,-28.519688173773257,-0.9234787716519354,-30.220422744589946
BX,0.0,0.0,0.0,0.0,5.662570897756779,5.662570897756779,-1.0,-40.60545081081083,-1.0,-36.81554634481283,-1.0,-36.47100321176174,-1.0,-33.97723653486297,-0.8469575433038709,-29.366645717077127,-0.8469575433038709,-31.067380287893815
AV,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-41.60545081081083,-1.0,-37.81554634481283,-1.0,-37.47100321176174,-1.0,-34.97723653486297,-1.0,-30.366645717077127,-1.0,-32.06738028789381
